demand_mw,year,month,day,hour,minute,dow,is_weekend,roll_30min,roll_7d,roll_14d,roll_30d
9018.29,2010,1,2,11,0,5,1,9018.29,7614.3404225352115,7614.3404225352115,7614.3404225352115
9090.32,2010,1,2,11,30,5,1,9090.32,7634.840138888889,7634.840138888889,7634.840138888889
9028.7,2010,1,2,12,0,5,1,9028.7,7653.93410958904,7653.93410958904,7653.93410958904
8940.66,2010,1,2,12,30,5,1,8940.66,7671.322297297297,7671.322297297297,7671.322297297297
8792.66,2010,1,2,13,0,5,1,8792.66,7686.2734666666665,7686.2734666666665,7686.2734666666665
8823.5,2010,1,2,13,30,5,1,8823.5,7701.236973684211,7701.236973684211,7701.236973684211
8908.07,2010,1,2,14,0,5,1,8908.07,7716.910129870129,7716.910129870129,7716.910129870129
8929.36,2010,1,2,14,30,5,1,8929.36,7732.454358974358,7732.454358974358,7732.454358974358
9017.31,2010,1,2,15,0,5,1,9017.31,7748.71835443038,7748.71835443038,7748.71835443038
9147.54,2010,1,2,15,30,5,1,9147.54,7766.203625,7766.203625,7766.203625
9282.8,2010,1,2,16,0,5,1,9282.8,7784.927037037037,7784.927037037037,7784.927037037037
9294.07,2010,1,2,16,30,5,1,9294.07,7803.331219512195,7803.331219512195,7803.331219512195
9263.27,2010,1,2,17,0,5,1,9263.27,7820.920843373495,7820.920843373495,7820.920843373495
9136.62,2010,1,2,17,30,5,1,9136.62,7836.583928571429,7836.583928571429,7836.583928571429
9039.32,2010,1,2,18,0,5,1,9039.32,7850.733764705882,7850.733764705882,7850.733764705882
8929.77,2010,1,2,18,30,5,1,8929.77,7863.280697674419,7863.280697674419,7863.280697674419
8711.58,2010,1,2,19,0,5,1,8711.58,7873.031264367816,7873.031264367816,7873.031264367816
8632.31,2010,1,2,19,30,5,1,8632.31,7881.659431818182,7881.659431818182,7881.659431818182
