demand_mw,year,month,day,hour,minute,dow,is_weekend,roll_30min,roll_7d,roll_14d,roll_30d
6537.41,2012,5,7,3,0,0,0,6537.41,8324.959077380952,8195.050282738095,7995.178229166666
6449.71,2012,5,7,3,30,0,0,6449.71,8325.297410714285,8195.605327380952,7995.622291666667
6386.51,2012,5,7,4,0,0,0,6386.51,8325.713660714286,8195.997723214285,7996.079055555556
6434.39,2012,5,7,4,30,0,0,6434.39,8326.169047619047,8196.40537202381,7996.586250000001
6532.09,2012,5,7,5,0,0,0,6532.09,8326.491636904762,8196.791488095238,7997.170659722222
6868.23,2012,5,7,5,30,0,0,6868.23,8326.824404761905,8197.340699404762,7997.917243055555
7299.97,2012,5,7,6,0,0,0,7299.97,8327.007261904762,8198.053169642857,7998.896298611111
8076.38,2012,5,7,6,30,0,0,8076.38,8327.357827380953,8198.975773809525,8000.322583333333
8760.81,2012,5,7,7,0,0,0,8760.81,8327.762678571427,8200.14662202381,8002.091340277779
9226.88,2012,5,7,7,30,0,0,9226.88,8328.498214285713,8201.51857142857,8003.996291666666
9652.13,2012,5,7,8,0,0,0,9652.13,8329.529672619048,8202.943199404763,8005.938423611111
9782.64,2012,5,7,8,30,0,0,9782.64,8330.489821428571,8204.14,8007.7273819444445
9704.9,2012,5,7,9,0,0,0,9704.9,8331.543214285713,8204.981413690475,8009.259319444444
9757.19,2012,5,7,9,30,0,0,9757.19,8332.755773809524,8205.599866071429,8010.654270833333
9761.24,2012,5,7,10,0,0,0,9761.24,8334.07363095238,8206.074791666668,8012.062354166666
9664.48,2012,5,7,10,30,0,0,9664.48,8334.967023809524,8206.408125,8013.3428125
9586.26,2012,5,7,11,0,0,0,9586.26,8335.849821428572,8206.59744047619,8014.628618055555
9518.78,2012,5,7,11,30,0,0,9518.78,8337.031458333333,8206.811636904762,8015.89313888889
9470.06,2012,5,7,12,0,0,0,9470.06,8337.90461309524,8206.968735119046,8017.119895833333
9388.35,2012,5,7,12,30,0,0,9388.35,8338.767857142857,8207.036160714286,8018.294374999999
9284.3,2012,5,7,13,0,0,0,9284.3,8339.290446428571,8206.979925595238,8019.420173611112
9216.36,2012,5,7,13,30,0,0,9216.36,8339.611547619048,8206.860729166667,8020.5102986111115
9152.34,2012,5,7,14,0,0,0,9152.34,8339.917321428573,8206.718110119047,8021.587187499999
9107.73,2012,5,7,14,30,0,0,9107.73,8340.139613095238,8206.552038690475,8022.6506736111105
9073.59,2012,5,7,15,0,0,0,9073.59,8340.376517857143,8206.318348214287,8023.701673611111
9035.39,2012,5,7,15,30,0,0,9035.39,8340.550952380952,8206.05305059524,8024.716472222222
9175.31,2012,5,7,16,0,0,0,9175.31,8341.112976190476,8206.045595238094,8025.777298611111
9327.74,2012,5,7,16,30,0,0,9327.74,8341.734880952381,8206.252529761905,8026.904395833333
9523.56,2012,5,7,17,0,0,0,9523.56,8342.3825,8206.503839285715,8028.129756944444
9994.91,2012,5,7,17,30,0,0,9994.91,8343.212886904763,8207.25175595238,8029.6378819444435
10667.84,2012,5,7,18,0,0,0,10667.84,8344.465148809524,8208.344360119048,8031.426826388888
10698.38,2012,5,7,18,30,0,0,10698.38,8345.739672619047,8209.450267857143,8033.062590277778
10537.08,2012,5,7,19,0,0,0,10537.08,8347.13755952381,8210.584895833334,8034.682743055556
10245.81,2012,5,7,19,30,0,0,10245.81,8348.577946428572,8211.838928571427,8036.27526388889
10003.28,2012,5,7,20,0,0,0,10003.28,8349.868184523812,8213.119970238095,8037.829243055555
9784.63,2012,5,7,20,30,0,0,9784.63,8351.138095238095,8214.355476190476,8039.330159722222
9578.16,2012,5,7,21,0,0,0,9578.16,8352.386934523809,8215.564136904763,8040.821430555555
9262.5,2012,5,7,21,30,0,0,9262.5,8353.419464285715,8216.57644345238,8042.168076388888
9045.86,2012,5,7,22,0,0,0,9045.86,8354.513333333332,8217.606517857143,8043.445479166667
9077.13,2012,5,7,22,30,0,0,9077.13,8355.502678571429,8218.573050595238,8044.691083333333
8753.8,2012,5,7,23,0,0,0,8753.8,8356.198005952381,8219.347276785715,8045.777784722222
8630.76,2012,5,7,23,30,0,0,8630.76,8356.784583333334,8220.091726190476,8046.753618055556
8485.52,2012,5,8,0,0,1,0,8485.52,8357.376041666666,8220.806919642857,8047.764027777777
8241.94,2012,5,8,0,30,1,0,8241.94,8357.905714285715,8221.436830357143,8048.769583333333
8017.1,2012,5,8,1,0,1,0,8017.1,8358.367708333335,8221.960922619046,8049.728444444445
7801.77,2012,5,8,1,30,1,0,7801.77,8358.640892857144,8222.531101190476,8050.645597222222
7584.19,2012,5,8,2,0,1,0,7584.19,8358.912797619048,8223.075431547619,8051.535506944444
7226.54,2012,5,8,2,30,1,0,7226.54,8359.224196428571,8223.573139880951,8052.338944444445
6944.82,2012,5,8,3,0,1,0,6944.82,8359.587797619048,8224.09800595238,8053.064020833334
6768.55,2012,5,8,3,30,1,0,6768.55,8359.919136904762,8224.659136904762,8053.746138888889
6664.71,2012,5,8,4,0,1,0,6664.71,8360.110208333334,8225.13150297619,8054.396013888889
6628.56,2012,5,8,4,30,1,0,6628.56,8360.241994047617,8225.446607142858,8055.030527777777
6765.21,2012,5,8,5,0,1,0,6765.21,8360.461279761905,8225.792842261904,8055.7380555555565
7042.44,2012,5,8,5,30,1,0,7042.44,8360.933452380952,8226.182336309523,8056.599833333333
7442.41,2012,5,8,6,0,1,0,7442.41,8361.27675595238,8226.708660714285,8057.701638888889
8244.81,2012,5,8,6,30,1,0,8244.81,8361.907142857142,8227.473125,8059.271069444444
8951.73,2012,5,8,7,0,1,0,8951.73,8362.73925595238,8228.635238095238,8061.20675
9304.51,2012,5,8,7,30,1,0,9304.51,8363.750386904761,8229.76450892857,8063.272472222223
9628.34,2012,5,8,8,0,1,0,9628.34,8364.806279761906,8230.937083333334,8065.328034722223
9633.95,2012,5,8,8,30,1,0,9633.95,8365.965654761905,8231.900104166667,8067.165812499999
9468.88,2012,5,8,9,0,1,0,9468.88,8366.834136904761,8232.613363095237,8068.711618055556
9395.98,2012,5,8,9,30,1,0,9395.98,8367.518779761906,8233.023452380952,8070.071854166666
9279.63,2012,5,8,10,0,1,0,9279.63,8367.983630952382,8233.211205357142,8071.2943125
9181.15,2012,5,8,10,30,1,0,9181.15,8368.138988095237,8233.19837797619,8072.451354166667
9102.32,2012,5,8,11,0,1,0,9102.32,8368.14699404762,8233.037053571428,8073.580875000001
8992.6,2012,5,8,11,30,1,0,8992.6,8368.154970238096,8232.729895833334,8074.6384375
8916.22,2012,5,8,12,0,1,0,8916.22,8368.055505952381,8232.3571875,8075.661319444445
8848.81,2012,5,8,12,30,1,0,8848.81,8367.886398809524,8231.924657738095,8076.679861111111
8797.71,2012,5,8,13,0,1,0,8797.71,8367.578154761904,8231.334032738096,8077.734659722222
8727.98,2012,5,8,13,30,1,0,8727.98,8367.102529761903,8230.715639880953,8078.813222222223
8718.42,2012,5,8,14,0,1,0,8718.42,8366.494880952381,8230.169866071428,8079.908548611112
8712.9,2012,5,8,14,30,1,0,8712.9,8365.775446428572,8229.767678571428,8081.044249999999
8695.87,2012,5,8,15,0,1,0,8695.87,8365.090744047619,8229.407291666666,8082.141381944444
8706.8,2012,5,8,15,30,1,0,8706.8,8364.401190476192,8229.10474702381,8083.256847222222
8786.04,2012,5,8,16,0,1,0,8786.04,8363.77943452381,8228.842172619048,8084.38948611111
8872.56,2012,5,8,16,30,1,0,8872.56,8363.185624999998,8228.753125,8085.526666666667
9061.26,2012,5,8,17,0,1,0,9061.26,8363.004077380952,8228.758869047619,8086.722347222222
9470.49,2012,5,8,17,30,1,0,9470.49,8362.960029761904,8229.157485119047,8088.104194444445
10148.45,2012,5,8,18,0,1,0,10148.45,8363.47824404762,8229.894538690476,8089.740048611111
10140.92,2012,5,8,18,30,1,0,10140.92,8363.859851190475,8230.504970238095,8091.1608680555555
9960.18,2012,5,8,19,0,1,0,9960.18,8364.143124999999,8231.00419642857,8092.520354166667
9778.3,2012,5,8,19,30,1,0,9778.3,8364.54300595238,8231.664241071428,8093.930541666667
9543.67,2012,5,8,20,0,1,0,9543.67,8364.972886904761,8232.368035714286,8095.294666666667
9400.35,2012,5,8,20,30,1,0,9400.35,8365.63392857143,8233.15412202381,8096.652770833333
9189.69,2012,5,8,21,0,1,0,9189.69,8366.222232142856,8233.887857142858,8097.965187499999
8937.49,2012,5,8,21,30,1,0,8937.49,8366.631875000001,8234.471101190475,8099.211798611112
8689.44,2012,5,8,22,0,1,0,8689.44,8367.076666666668,8234.962738095239,8100.3473888888875
8746.51,2012,5,8,22,30,1,0,8746.51,8367.350535714286,8235.41050595238,8101.473034722222
8445.94,2012,5,8,23,0,1,0,8445.94,8367.324315476191,8235.636145833334,8102.4854305555555
8343.9,2012,5,8,23,30,1,0,8343.9,8367.305982142858,8235.799404761903,8103.475236111111
8232.98,2012,5,9,0,0,2,0,8232.98,8367.332529761905,8236.014226190477,8104.471506944444
8048.92,2012,5,9,0,30,2,0,8048.92,8367.430982142858,8236.220401785715,8105.513972222222
7795.87,2012,5,9,1,0,2,0,7795.87,8367.369821428572,8236.385758928573,8106.491958333333
7612.81,2012,5,9,1,30,2,0,7612.81,8367.344226190477,8236.651979166667,8107.436916666667
7383.69,2012,5,9,2,0,2,0,7383.69,8367.284017857144,8236.973764880953,8108.321611111111
7085.38,2012,5,9,2,30,2,0,7085.38,8367.34630952381,8237.3734375,8109.144819444444
6816.03,2012,5,9,3,0,2,0,6816.03,8367.503363095238,8237.758779761905,8109.9148125
6641.98,2012,5,9,3,30,2,0,6641.98,8367.670922619047,8238.237083333332,8110.644465277778
6544.5,2012,5,9,4,0,2,0,6544.5,8367.874821428572,8238.770104166666,8111.3075625
6550.22,2012,5,9,4,30,2,0,6550.22,8368.004880952381,8239.341622023809,8111.968826388888
6684.86,2012,5,9,5,0,2,0,6684.86,8368.347886904761,8240.078958333334,8112.700944444446
7008.84,2012,5,9,5,30,2,0,7008.84,8368.861071428571,8241.121592261905,8113.590486111111
7403.48,2012,5,9,6,0,2,0,7403.48,8369.375267857144,8242.689851190476,8114.682743055555
8156.72,2012,5,9,6,30,2,0,8156.72,8370.037976190475,8245.114136904762,8116.186618055556
8833.51,2012,5,9,7,0,2,0,8833.51,8370.887857142858,8248.396532738096,8118.113666666666
9249.98,2012,5,9,7,30,2,0,9249.98,8372.067351190477,8252.063333333334,8120.2115416666675
9494.56,2012,5,9,8,0,2,0,9494.56,8373.153422619049,8255.68337797619,8122.297513888889
9468.54,2012,5,9,8,30,2,0,9468.54,8373.877738095238,8258.857589285713,8124.177520833333
9262.8,2012,5,9,9,0,2,0,9262.8,8374.288928571428,8261.433348214287,8125.749388888889
9204.98,2012,5,9,9,30,2,0,9204.98,8374.478958333333,8263.634360119047,8127.167222222221
9186.3,2012,5,9,10,0,2,0,9186.3,8374.651785714286,8265.61293154762,8128.486888888889
9166.58,2012,5,9,10,30,2,0,9166.58,8374.58705357143,8267.510089285715,8129.727840277777
9085.4,2012,5,9,11,0,2,0,9085.4,8374.329970238094,8269.342083333333,8130.904798611111
8947.02,2012,5,9,11,30,2,0,8947.02,8373.922202380953,8271.047485119048,8131.9982291666665
8938.4,2012,5,9,12,0,2,0,8938.4,8373.511488095239,8272.819568452382,8133.120284722223
8865.72,2012,5,9,12,30,2,0,8865.72,8373.241726190476,8274.483541666666,8134.191819444445
8850.25,2012,5,9,13,0,2,0,8850.25,8372.832291666666,8276.180267857142,8135.288625000001
8847.88,2012,5,9,13,30,2,0,8847.88,8372.379494047618,8277.973616071427,8136.401638888889
8845.12,2012,5,9,14,0,2,0,8845.12,8371.837202380952,8279.919166666667,8137.5287916666675
8863.92,2012,5,9,14,30,2,0,8863.92,8371.357470238096,8281.954508928571,8138.694298611112
8887.79,2012,5,9,15,0,2,0,8887.79,8370.966517857143,8284.066101190476,8139.856951388889
8903.58,2012,5,9,15,30,2,0,8903.58,8370.684196428572,8286.157738095239,8140.962534722223
8958.28,2012,5,9,16,0,2,0,8958.28,8370.322648809522,8288.200267857143,8142.070847222222
9037.98,2012,5,9,16,30,2,0,9037.98,8370.051398809523,8290.199970238094,8143.188041666666
9149.42,2012,5,9,17,0,2,0,9149.42,8369.641726190477,8292.039970238095,8144.256729166666
9499.5,2012,5,9,17,30,2,0,9499.5,8369.213303571429,8293.9034375,8145.459749999999
10029.34,2012,5,9,18,0,2,0,10029.34,8369.095119047619,8295.726711309524,8146.778833333333
9950.14,2012,5,9,18,30,2,0,9950.14,8368.90425595238,8297.091383928571,8147.806305555556
9771.5,2012,5,9,19,0,2,0,9771.5,8368.859791666668,8298.289330357142,8148.782631944445
9548.78,2012,5,9,19,30,2,0,9548.78,8369.061904761904,8299.512053571429,8149.761444444443
9289.66,2012,5,9,20,0,2,0,9289.66,8369.228541666667,8300.671741071428,8150.740930555555
9127.93,2012,5,9,20,30,2,0,9127.93,8369.536101190475,8301.833720238095,8151.6680625
8989.41,2012,5,9,21,0,2,0,8989.41,8369.921666666665,8303.018288690477,8152.6258125
8747.33,2012,5,9,21,30,2,0,8747.33,8370.153392857143,8304.088169642855,8153.556222222222
8520.52,2012,5,9,22,0,2,0,8520.52,8370.409672619047,8305.105089285715,8154.406402777777
8558.18,2012,5,9,22,30,2,0,8558.18,8370.670267857142,8306.137172619046,8155.280159722223
8312.36,2012,5,9,23,0,2,0,8312.36,8370.657470238095,8307.00869047619,8156.049847222222
8242.96,2012,5,9,23,30,2,0,8242.96,8370.715863095238,8307.768645833334,8156.762006944444
8164.89,2012,5,10,0,0,3,0,8164.89,8371.008898809525,8308.531264880952,8157.423243055555
7998.68,2012,5,10,0,30,3,0,7998.68,8371.328095238094,8309.181250000001,8158.079534722222
7814.04,2012,5,10,1,0,3,0,7814.04,8371.767738095237,8309.824732142859,8158.741402777779
7668.99,2012,5,10,1,30,3,0,7668.99,8372.291101190476,8310.5153125,8159.404993055557
7445.43,2012,5,10,2,0,3,0,7445.43,8372.911815476189,8311.188482142858,8160.065534722223
7103.58,2012,5,10,2,30,3,0,7103.58,8373.537142857143,8311.819047619048,8160.6868125
6820.99,2012,5,10,3,0,3,0,6820.99,8374.142142857143,8312.449642857142,8161.257645833333
6646.51,2012,5,10,3,30,3,0,6646.51,8374.830863095238,8313.047782738096,8161.809125000001
6541.14,2012,5,10,4,0,3,0,6541.14,8375.377261904763,8313.593660714287,8162.360034722222
6535.05,2012,5,10,4,30,3,0,6535.05,8375.974226190476,8314.601220238095,8162.894631944444
6641.4,2012,5,10,5,0,3,0,6641.4,8376.47898809524,8315.578913690477,8163.452958333333
6942.91,2012,5,10,5,30,3,0,6942.91,8376.999464285715,8316.09023809524,8164.031138888889
7348.7,2012,5,10,6,0,3,0,7348.7,8377.800416666667,8316.641264880953,8164.627013888889
8022.53,2012,5,10,6,30,3,0,8022.53,8378.755327380952,8317.201071428572,8165.342208333334
8625.02,2012,5,10,7,0,3,0,8625.02,8379.757083333334,8317.799508928572,8166.1256111111115
8956.66,2012,5,10,7,30,3,0,8956.66,8380.886547619048,8318.369806547618,8166.939944444445
9268.4,2012,5,10,8,0,3,0,9268.4,8381.849583333333,8318.875595238096,8167.712666666667
9245.74,2012,5,10,8,30,3,0,9245.74,8382.400416666667,8319.260520833333,8168.341951388889
9167.95,2012,5,10,9,0,3,0,9167.95,8382.907976190476,8319.586845238096,8168.865444444445
9155.01,2012,5,10,9,30,3,0,9155.01,8383.027648809524,8319.818422619048,8169.296381944445
9148.03,2012,5,10,10,0,3,0,9148.03,8383.125505952381,8319.999866071428,8169.690020833333
9165.33,2012,5,10,10,30,3,0,9165.33,8383.279732142857,8320.232648809524,8170.091937499999
9105.73,2012,5,10,11,0,3,0,9105.73,8383.278244047619,8320.42351190476,8170.479333333334
9112.86,2012,5,10,11,30,3,0,9112.86,8383.485744047619,8320.750104166667,8170.911715277777
9088.65,2012,5,10,12,0,3,0,9088.65,8383.774583333332,8321.078705357142,8171.355840277778
9069.19,2012,5,10,12,30,3,0,9069.19,8384.093333333334,8321.419583333332,8171.797354166666
9029.85,2012,5,10,13,0,3,0,9029.85,8384.41125,8321.76081845238,8172.236451388889
9061.92,2012,5,10,13,30,3,0,9061.92,8384.899494047619,8322.168705357142,8172.686895833334
8984.06,2012,5,10,14,0,3,0,8984.06,8385.097886904761,8322.454345238095,8173.100152777777
9032.02,2012,5,10,14,30,3,0,9032.02,8385.547023809524,8322.81363095238,8173.549895833335
9007.55,2012,5,10,15,0,3,0,9007.55,8386.101607142857,8323.219642857142,8174.007055555556
9009.88,2012,5,10,15,30,3,0,9009.88,8386.760505952381,8323.691815476192,8174.471159722223
9025.62,2012,5,10,16,0,3,0,9025.62,8387.323392857143,8324.125639880953,8174.923756944444
9054.3,2012,5,10,16,30,3,0,9054.3,8387.848303571427,8324.492395833335,8175.3739375000005
9117.72,2012,5,10,17,0,3,0,9117.72,8388.387767857143,8324.7309375,8175.769215277778
9441.93,2012,5,10,17,30,3,0,9441.93,8388.92119047619,8325.03349702381,8176.2808958333335
9940.74,2012,5,10,18,0,3,0,9940.74,8389.059166666666,8325.25892857143,8176.832708333333
9889.83,2012,5,10,18,30,3,0,9889.83,8388.970178571428,8325.26037202381,8177.096027777778
9807.73,2012,5,10,19,0,3,0,9807.73,8389.12068452381,8325.326636904761,8177.331368055556
9557.52,2012,5,10,19,30,3,0,9557.52,8389.196279761905,8325.369672619048,8177.606951388889
9311.34,2012,5,10,20,0,3,0,9311.34,8389.03550595238,8325.379241071429,8177.895583333334
9143.55,2012,5,10,20,30,3,0,9143.55,8388.967113095237,8325.350625000001,8178.228666666666
8961.14,2012,5,10,21,0,3,0,8961.14,8388.914553571429,8325.355520833333,8178.536229166667
8644.02,2012,5,10,21,30,3,0,8644.02,8388.842976190475,8325.347395833334,8178.821527777778
8422.76,2012,5,10,22,0,3,0,8422.76,8388.795446428572,8325.382306547617,8179.125499999999
8477.21,2012,5,10,22,30,3,0,8477.21,8388.544077380953,8325.40294642857,8179.422104166667
8315.39,2012,5,10,23,0,3,0,8315.39,8388.349047619047,8325.459241071429,8179.730756944444
8252.33,2012,5,10,23,30,3,0,8252.33,8388.235476190475,8325.462559523809,8180.043680555555
8209.01,2012,5,11,0,0,4,0,8209.01,8388.236488095237,8325.551190476192,8180.38898611111
7973.25,2012,5,11,0,30,4,0,7973.25,8388.265297619047,8325.617366071428,8180.723097222222
