DATE,demand_mw_sum,demand_mw_mean,demand_mw_max,forecast_mw_sum,forecast_mw_mean,forecast_mw_max,fcst_error_mean,fcst_abs_error_sum,fcst_ape_mean,year,month,day,dow,is_weekend,is_holiday,dow_sin,dow_cos,month_sin,month_cos,F_P7_sin1,F_P7_cos1,F_P7_sin2,F_P7_cos2,F_P7_sin3,F_P7_cos3,F_P365_sin1,F_P365_cos1,F_P365_sin2,F_P365_cos2,F_P365_sin3,F_P365_cos3,demand_mw_sum_lag1,demand_mw_sum_lag7,demand_mw_sum_lag14,demand_mw_sum_lag28,demand_mw_sum_roll7_mean,demand_mw_sum_roll7_std,demand_mw_sum_roll14_mean,demand_mw_sum_roll14_std,temp_c_mean_lag1,temp_c_mean_lag7,forecast_mw_sum_lag1,forecast_mw_sum_lag7,cloud_cover,humidity,irradiance,precipitation,rn_temp_c,wind_speed,rn_temp_c_max,wind_speed_max,irradiance_max,precipitation_max,cloud_cover_max,humidity_max
2010-01-11,460042.56,9584.22,11671.17,460512.07,9594.001458333334,11751.54,9.781458333333356,6340.710000000007,1.3886990235826815,2010,1,11,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755845,-0.9009688679024189,-0.7818314824680302,0.623489801858733,0.9749279121818246,-0.2225209339563099,0.1712931441814776,0.9852201067560606,0.3375228995941133,0.9413173175128471,0.4937755501599772,0.869589389346611,436849.95,395602.57,,,433857.69857142854,15466.159368219058,413373.15,32250.734763278208,25.256249999999998,20.842708333333334,437470.11,399296.8,0.059958333333333336,0.013208333333333334,8875.573,0.188,25.202625,2.4472916666666666,29.702,3.109,1064.689,0.056,0.137,0.014
2010-01-12,515344.46,10736.342916666666,13700.02,511188.91000000003,10649.768958333334,13480.43,-86.5739583333333,7412.590000000008,1.40631234319629,2010,1,12,1,0,0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,-0.4338837391175562,-0.90096886790242,0.7818314824680271,0.6234898018587369,-0.9749279121818234,-0.22252093395631553,0.1882267098432442,0.9821256058680006,0.3697245428906731,0.9291414114031743,0.5380051715382996,0.8429415373547828,460042.56,423735.03,,,446944.76000000007,33600.441824680485,421870.7591666667,42568.377777018206,23.719791666666666,22.660416666666666,460512.07,425227.19,0.2662083333333333,0.013416666666666667,8605.903,0.143,27.860583333333334,1.9987083333333333,33.963,2.832,1058.518,0.018,0.472,0.014
2010-01-13,469035.36,9771.57,12199.36,471017.24,9812.859166666667,12473.29,41.28916666666661,6423.140000000001,1.370267276952123,2010,1,13,2,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563148,0.43388373911755884,-0.9009688679024188,0.781831482468029,0.6234898018587346,0.2051044998686192,0.9787400799669153,0.401487989205973,0.9158642882672872,0.5808002734538009,0.8140460935082178,515344.46,433042.65,,,452086.5757142858,33871.31581174205,425498.8053846154,42803.931743405636,26.943749999999998,22.693749999999998,511188.91000000003,434209.64,0.5712499999999999,0.012416666666666666,7317.615,8.756,22.45325,3.095791666666667,29.841,4.021,1022.374,1.425,0.82,0.013
2010-01-14,422902.33,8810.465208333333,10118.95,424626.29,8846.381041666666,10293.59,35.91583333333332,5017.979999999998,1.2236517086897647,2010,1,14,3,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,-0.781831482468029,0.6234898018587346,-0.9749279121818242,-0.2225209339563118,-0.4338837391175569,-0.9009688679024197,0.22192151300416552,0.9750645322571948,0.4327755925504312,0.901501684131884,0.6220467484408675,0.7829801036770629,469035.36,411208.68,,,453757.09714285715,31740.561735979547,425313.34285714285,41130.541719547895,23.554166666666664,21.879166666666666,471017.24,414151.64,0.45008333333333334,0.012458333333333333,6469.449,1.1280000000000001,21.755,2.1648333333333336,24.939,2.997,776.193,0.155,0.742,0.013
2010-01-15,431459.14,8988.732083333334,10593.74,432911.54,9018.990416666666,10662.98,30.258333333333308,4696.480000000002,1.101559298941778,2010,1,15,4,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,-4.898587196589413e-16,1.0,-9.797174393178826e-16,1.0,-1.4695761589768238e-15,1.0,0.2386727660059501,0.9711000518829505,0.4635502709028509,0.886070621534138,0.6616346182422783,0.7498264012045686,422902.33,428486.93,374464.94,,454181.69857142854,31363.819645673255,429384.35714285716,38443.33047573063,20.352083333333333,23.036458333333332,424626.29,429020.08,0.33754166666666663,0.012916666666666667,7527.227,0.44,22.942916666666665,1.8905416666666666,26.501,2.648,896.26,0.045,0.576,0.013
2010-01-16,401807.19,8370.983125,9625.75,399828.6,8329.762499999999,9618.12,-41.220624999999984,4445.210000000002,1.0726923748336283,2010,1,16,5,1,0,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.7818314824680284,0.6234898018587354,0.9749279121818246,-0.2225209339563099,0.43388373911755956,-0.9009688679024184,0.255353295116187,0.9668478136052776,0.4937755501599772,0.869589389346611,0.699458327051647,0.714673386042961,431459.14,443638.09,384838.07,,448205.85571428575,37157.50637044104,430596.4371428572,37177.46016204184,22.258680555555557,27.416666666666668,432911.54,438303.7,0.4916666666666667,0.013291666666666667,7432.559,3.585,23.661666666666665,1.9490833333333333,28.126,2.53,951.061,0.662,0.805,0.014
2010-01-17,379940.96,7915.436666666667,9170.4,382922.17,7977.545208333333,9331.19,62.10854166666682,5551.450000000002,1.4284955495910676,2010,1,17,6,1,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.9749279121818237,-0.22252093395631387,-0.4338837391175571,-0.9009688679024196,-0.7818314824680308,0.6234898018587322,0.2719581575341055,0.9623090774541486,0.5234156073655503,0.8520775211013093,0.7354170229639855,0.677614789046689,401807.19,436849.95,355195.18,,440076.0,45373.559100649916,432363.9928571428,33746.81103373553,23.555208333333336,25.256249999999998,399828.6,437470.11,0.212375,0.010166666666666666,8012.022,1.809,21.102125,2.706958333333333,27.693,3.517,1027.607,0.188,0.715,0.012
2010-01-18,409269.07,8526.438958333334,9840.73,412479.8,8593.329166666666,10047.07,66.89020833333342,5963.390000000004,1.4442549595857548,2010,1,18,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755707,-0.9009688679024196,-0.7818314824680284,0.6234898018587354,0.974927912181824,-0.22252093395631267,0.288482432880609,0.9574851883550393,0.5524353131676196,0.8335557718385699,0.7694148268839378,0.6387494220515272,379940.96,460042.56,395602.57,,432822.6442857143,45706.827401615825,433340.17142857146,32785.60498046454,21.991666666666664,23.719791666666666,382922.17,460512.07,0.121375,0.006291666666666667,8862.842,0.138,18.546166666666668,2.9435000000000002,23.039,4.251,1061.736,0.013,0.42,0.007
2010-01-19,409301.24,8527.109166666667,9695.51,412219.96,8587.915833333334,9911.43,60.80666666666667,4816.539999999996,1.1730836454375904,2010,1,19,1,0,0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,-0.43388373911755757,-0.9009688679024194,0.781831482468029,0.6234898018587346,-0.9749279121818232,-0.22252093395631622,0.30492122465628907,0.9523775757303974,0.5808002734538009,0.8140460935082178,0.8013610881746764,0.5981809144059165,409269.07,515344.46,423735.03,,417673.61285714287,27903.520521459766,432309.18642857147,33333.255607965286,20.2375,26.943749999999998,412479.8,511188.91000000003,0.002375,0.006416666666666667,9257.81,0.004,20.337541666666667,1.91575,25.395,2.604,1102.54,0.002,0.014,0.008
2010-01-20,430673.45,8972.363541666668,10819.11,434464.94,9051.352916666667,10634.93,78.98937500000012,5707.4900000000025,1.363992862288171,2010,1,20,2,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.22252093395631506,0.4338837391175593,-0.9009688679024186,0.7818314824680286,0.623489801858735,0.3212696616923644,0.9469877530760753,0.6084768701151261,0.7935716089521474,0.8311706263658079,0.5560174366570446,409301.24,469035.36,433042.65,,412193.33999999997,18222.56708499113,432139.95785714284,33335.25946993093,19.526041666666668,23.554166666666664,412219.96,471017.24,0.004916666666666666,0.009333333333333334,9043.438,0.0,24.32229166666667,1.655125,30.581,2.382,1093.052,0.0,0.036,0.011
2010-01-21,477981.66,9957.95125,12758.95,474461.12,9884.606666666667,12517.83,-73.34458333333339,5559.440000000002,1.106575623837361,2010,1,21,3,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,-0.7818314824680302,0.623489801858733,-0.9749279121818233,-0.22252093395631578,-0.4338837391175498,-0.9009688679024231,0.3375228995941133,0.9413173175128471,0.6354323008901774,0.7721565844991642,0.8587639582758029,0.5123714121284237,430673.45,422902.33,411208.68,,420061.8157142857,31017.20468315443,436909.45642857143,34852.41790636686,22.068749999999998,20.352083333333333,434464.94,424626.29,0.25029166666666663,0.012166666666666666,8697.703,0.014,26.142375,1.790875,33.115,2.458,1066.017,0.003,0.745,0.014
2010-01-22,515780.37,10745.424375,13765.04,511473.4,10655.695833333333,13700.97,-89.72854166666673,5034.769999999999,0.986711802316996,2010,1,22,4,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,-7.347880794884119e-16,1.0,-1.4695761589768238e-15,1.0,-2.204364238465236e-15,1.0,0.3536761221763716,0.9353679493131483,0.6616346182422783,0.7498264012045686,0.8840675099433636,0.4673592171580022,477981.66,431459.14,428486.93,,432107.7057142858,47938.88520913717,443144.70214285713,40569.379746748986,24.429513888888888,22.258680555555557,474461.12,432911.54,0.040625,0.011166666666666667,8738.129,0.13599999999999998,28.923416666666668,2.3436666666666666,35.13,2.906,1059.083,0.045,0.075,0.013
2010-01-23,459807.02,9579.312916666668,12278.96,461733.13,9619.440208333333,12430.95,40.1272916666666,5381.27,1.1234973829677124,2010,1,23,5,1,0,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.7818314824680271,0.6234898018587369,0.9749279121818255,-0.22252093395630598,0.43388373911756023,-0.9009688679024181,0.3697245428906731,0.9291414114031743,0.6870527672236669,0.7266075247685656,0.9070138128026359,0.4211008707960896,515780.37,401807.19,443638.09,,440393.39571428567,46828.378928600156,444299.62571428576,40813.916344494515,27.44236111111111,23.555208333333336,511473.4,399828.6,0.2954583333333333,0.011000000000000001,7598.744,0.908,24.788875,2.9250833333333333,36.034,4.5,977.648,0.185,0.398,0.013
2010-01-24,387132.89,8065.268541666667,9004.24,383386.35,7987.215625,9026.73,-78.05291666666683,6286.520000000002,1.6159334395675888,2010,1,24,6,1,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.9749279121818238,-0.22252093395631362,-0.4338837391175567,-0.9009688679024198,-0.7818314824680314,0.6234898018587316,0.38566340624360707,0.9226395488404876,0.7116566222817746,0.7025274741691571,0.9275416835791966,0.37371971479046906,459807.02,379940.96,436849.95,,441420.81428571424,45336.11106904477,440748.40714285715,43581.10638009435,27.818749999999998,21.991666666666664,461733.13,382922.17,0.395875,0.011500000000000002,7883.809,0.227,22.803208333333334,1.8114583333333334,27.171,3.187,911.858,0.031,0.844,0.012
