date,dow_is_weekend,precipitation_total,humidity_ave,humidity_day_ave,humidity_night_ave,humidity_peak,cloud_cover_ave,cloud_cover_day_ave,wind_speed_ave,wind_speed_peak,irradiance_total,irradiance_peak,temperature_ave,demand_total
1-Jan-10,0,3.182,0.014,0.162,0.173,0.015,0.659,0.293,1.937,2.455,"6,566",815,23.9,"374,465"
2-Jan-10,1,9.976,0.013,0.151,0.163,0.015,0.309,0.161,2.29,3.333,"7,221",911,24.1,"384,838"
3-Jan-10,1,2.934,0.011,0.13,0.132,0.011,0.415,0.171,2.59,3.273,"6,975",796,20.4,"355,195"
4-Jan-10,0,0.264,0.011,0.133,0.132,0.012,0.128,0.088,2.396,3.05,"8,053",889,21,"395,603"
5-Jan-10,0,3.389,0.013,0.151,0.159,0.014,0.332,0.138,1.9,2.818,"8,012","1,057",23.3,"423,735"
6-Jan-10,0,0.846,0.013,0.151,0.153,0.013,0.379,0.147,2.3,2.737,"7,574",933,23.3,"433,043"
7-Jan-10,0,1.318,0.012,0.14,0.143,0.012,0.291,0.13,1.999,2.744,"7,636",954,22.1,"411,209"
8-Jan-10,0,0.207,0.013,0.148,0.158,0.014,0.202,0.078,1.919,2.708,"8,822","1,043",23.3,"428,487"
9-Jan-10,1,0.005,0.012,0.137,0.156,0.013,0.252,0.217,1.603,2.448,"8,940","1,074",26.6,"443,638"
10-Jan-10,1,0.284,0.012,0.144,0.151,0.013,0.302,0.165,2.275,3.22,"8,232","1,062",26.1,"436,850"
11-Jan-10,0,0.188,0.013,0.154,0.153,0.014,0.06,0.015,2.447,3.109,"8,876","1,065",24.9,"460,043"
12-Jan-10,0,0.143,0.013,0.155,0.167,0.014,0.266,0.082,1.999,2.832,"8,606","1,059",27.8,"515,344"
13-Jan-10,0,8.756,0.012,0.151,0.161,0.013,0.571,0.211,3.096,4.021,"7,318","1,022",25,"469,035"
14-Jan-10,0,1.128,0.012,0.149,0.144,0.013,0.45,0.251,2.165,2.997,"6,469",776,21.8,"422,902"
15-Jan-10,0,0.44,0.013,0.155,0.152,0.013,0.338,0.15,1.891,2.648,"7,527",896,22.8,"431,459"
16-Jan-10,1,3.585,0.013,0.154,0.156,0.014,0.492,0.157,1.949,2.53,"7,433",951,23.7,"401,807"
17-Jan-10,1,1.809,0.01,0.118,0.163,0.012,0.212,0.164,2.707,3.517,"8,012","1,028",23.1,"379,941"
18-Jan-10,0,0.138,0.006,0.071,0.126,0.007,0.121,0.029,2.944,4.251,"8,863","1,062",19,"409,269"
19-Jan-10,0,0.004,0.006,0.07,0.08,0.008,0.002,0.001,1.916,2.604,"9,258","1,103",18.9,"409,301"
20-Jan-10,0,0,0.009,0.1,0.084,0.011,0.005,0.003,1.655,2.382,"9,043","1,093",22.7,"430,673"
21-Jan-10,0,0.014,0.012,0.132,0.124,0.014,0.25,0.051,1.791,2.458,"8,698","1,066",25.7,"477,982"
22-Jan-10,0,0.136,0.011,0.126,0.16,0.013,0.041,0.02,2.344,2.906,"8,738","1,059",27.6,"515,780"
23-Jan-10,1,0.908,0.011,0.126,0.142,0.013,0.295,0.128,2.925,4.5,"7,599",978,27.6,"459,807"
24-Jan-10,1,0.227,0.012,0.137,0.138,0.012,0.396,0.104,1.811,3.187,"7,884",912,22.8,"387,133"
25-Jan-10,0,0.768,0.013,0.147,0.139,0.014,0.262,0.116,1.927,3.26,"8,330","1,032",24.6,"446,617"
26-Jan-10,0,0.192,0.013,0.14,0.162,0.015,0.522,0.205,2.163,2.748,"7,811","1,031",26.9,"446,159"
27-Jan-10,0,4.509,0.013,0.154,0.166,0.014,0.526,0.212,1.884,2.554,"7,145",989,24.9,"459,424"
28-Jan-10,0,6.987,0.013,0.151,0.164,0.014,0.671,0.282,1.629,1.995,"5,062",845,23.4,"454,778"
29-Jan-10,0,2.17,0.012,0.139,0.166,0.014,0.218,0.083,2.962,3.271,"7,955","1,014",24.1,"451,054"
30-Jan-10,1,1.891,0.013,0.157,0.16,0.014,0.317,0.132,2.53,3.147,"8,116","1,012",23.1,"402,709"
31-Jan-10,1,3.385,0.013,0.153,0.164,0.013,0.908,0.445,2.696,3.611,"7,033",968,24.2,"405,150"
1-Feb-10,0,0.823,0.012,0.137,0.158,0.013,0.804,0.364,2.856,3.678,"6,587",779,23.7,"459,124"
2-Feb-10,0,9.449,0.013,0.152,0.151,0.015,0.697,0.348,3.374,4.15,"6,686",871,22.6,"438,767"
3-Feb-10,0,12.921,0.015,0.17,0.16,0.016,0.592,0.24,3.142,3.916,"6,803",929,23.4,"450,692"
4-Feb-10,0,15.111,0.016,0.185,0.173,0.016,0.535,0.287,2.944,3.51,"5,096",766,23.6,"457,173"
5-Feb-10,0,27.273,0.016,0.187,0.186,0.016,0.669,0.335,2.215,3.313,"4,180",631,23.2,"461,533"
6-Feb-10,1,31.611,0.015,0.18,0.192,0.016,0.771,0.343,2.814,3.799,"5,100",800,22.7,"396,063"
7-Feb-10,1,10.366,0.015,0.183,0.189,0.016,0.801,0.413,2.092,2.454,"4,251",715,22.5,"389,075"
8-Feb-10,0,2.047,0.014,0.17,0.186,0.015,0.57,0.29,1.846,2.327,"7,117",872,23.2,"456,713"
9-Feb-10,0,0.403,0.014,0.168,0.18,0.015,0.113,0.068,1.753,2.305,"7,918",979,23.7,"471,293"
10-Feb-10,0,0.803,0.014,0.168,0.168,0.015,0.65,0.261,1.67,2.231,"7,726","1,000",24.2,"481,375"
11-Feb-10,0,0.83,0.014,0.171,0.17,0.015,0.624,0.254,2.077,2.29,"7,423",953,24.6,"488,352"
12-Feb-10,0,16.472,0.015,0.183,0.175,0.017,0.737,0.32,2.024,2.972,"6,143",941,24.9,"493,639"
13-Feb-10,1,17.676,0.016,0.187,0.176,0.016,0.822,0.396,1.774,2.019,"4,084",603,22.8,"415,736"
14-Feb-10,1,14.988,0.016,0.187,0.186,0.017,0.83,0.407,2.249,3.356,"4,240",614,23.3,"404,802"
15-Feb-10,0,2.789,0.013,0.158,0.192,0.015,0.269,0.173,2.698,3.704,"6,646",853,22.7,"465,284"
16-Feb-10,0,0.505,0.012,0.14,0.189,0.012,0.205,0.09,3.078,4.122,"7,278",925,21.1,"432,508"
17-Feb-10,0,0.073,0.011,0.134,0.157,0.012,0.346,0.184,2.481,3.157,"7,141",973,21,"431,481"
18-Feb-10,0,0.437,0.011,0.124,0.144,0.011,0.208,0.077,2.533,3.292,"7,619",975,20.4,"425,063"
19-Feb-10,0,0.382,0.012,0.137,0.133,0.012,0.26,0.054,2.042,2.482,"7,519",951,20.9,"425,385"
20-Feb-10,1,0.257,0.013,0.149,0.13,0.013,0.064,0.03,2.236,2.743,"7,696",990,22.3,"406,468"
21-Feb-10,1,0.417,0.013,0.155,0.143,0.014,0.309,0.145,1.869,2.258,"7,524",984,24.2,"423,070"
22-Feb-10,0,0.082,0.013,0.152,0.156,0.014,0.346,0.148,1.67,2.486,"6,961",934,25.2,"502,056"
23-Feb-10,0,0.478,0.01,0.131,0.165,0.012,0.232,0.121,2.673,3.918,"6,745",942,22.9,"458,877"
24-Feb-10,0,0.262,0.01,0.12,0.164,0.01,0.264,0.161,2.142,2.532,"6,058",760,20.6,"426,309"
25-Feb-10,0,0.29,0.01,0.119,0.126,0.01,0.225,0.064,2.254,2.917,"7,315",958,20.7,"428,259"
26-Feb-10,0,0.645,0.011,0.131,0.12,0.012,0.255,0.176,2.078,2.606,"6,876",925,21.2,"426,901"
27-Feb-10,1,0.839,0.013,0.148,0.119,0.013,0.512,0.286,1.465,2.256,"6,718",932,22.8,"410,506"
28-Feb-10,1,7.746,0.012,0.14,0.131,0.014,0.943,0.465,2.405,3.83,"4,828",794,23,"394,712"
1-Mar-10,0,8.278,0.01,0.119,0.15,0.011,0.889,0.437,3.432,4.073,"3,370",448,18.9,"410,918"
2-Mar-10,0,2.662,0.01,0.113,0.16,0.01,0.641,0.344,2.607,3.627,"4,197",528,18.2,"409,302"
3-Mar-10,0,0.875,0.01,0.125,0.143,0.011,0.417,0.218,2.116,2.633,"6,005",819,19.6,"416,318"
4-Mar-10,0,1.021,0.012,0.143,0.111,0.013,0.307,0.234,2.55,3.185,"5,774",806,20.9,"425,296"
5-Mar-10,0,13.908,0.014,0.165,0.117,0.015,0.44,0.192,2.57,3.222,"5,431",676,21.7,"428,913"
6-Mar-10,1,1.263,0.015,0.178,0.127,0.015,0.127,0.072,1.967,3.197,"6,357",845,22.9,"411,226"
7-Mar-10,1,6.797,0.014,0.169,0.152,0.015,0.349,0.173,3.107,3.705,"5,490",848,22.7,"390,677"
8-Mar-10,0,0.802,0.011,0.141,0.174,0.014,0.074,0.051,2.202,2.697,"6,536",873,23,"445,518"
9-Mar-10,0,0.357,0.01,0.123,0.18,0.011,0.135,0.084,2.045,3.243,"6,419",930,21.5,"431,406"
10-Mar-10,0,2.218,0.01,0.116,0.173,0.011,0.361,0.164,3.607,4.059,"4,831",707,18.8,"415,144"
11-Mar-10,0,1.248,0.009,0.108,0.131,0.009,0.381,0.135,3.122,3.762,"6,230",890,18.8,"408,345"
12-Mar-10,0,1.14,0.009,0.105,0.124,0.01,0.564,0.225,2.819,3.479,"5,246",705,19.2,"406,133"
13-Mar-10,1,3.234,0.01,0.116,0.116,0.011,0.455,0.176,2.475,3.219,"5,450",773,19.1,"374,122"
14-Mar-10,1,0.658,0.01,0.12,0.108,0.01,0.558,0.276,1.599,2.319,"5,115",755,19.3,"364,334"
15-Mar-10,0,0.219,0.011,0.123,0.113,0.011,0.226,0.175,1.338,1.795,"5,100",709,20.1,"417,400"
16-Mar-10,0,0.151,0.01,0.116,0.12,0.01,0.03,0.013,1.555,2.212,"6,722",899,20.7,"424,311"
17-Mar-10,0,0.036,0.009,0.107,0.12,0.01,0.287,0.178,1.633,2.04,"6,531",911,20.7,"426,102"
18-Mar-10,0,0.054,0.01,0.117,0.132,0.011,0.381,0.299,1.92,2.128,"5,964",801,21.1,"429,004"
19-Mar-10,0,0.013,0.011,0.117,0.12,0.012,0.39,0.228,1.584,1.994,"6,080",790,22,"435,892"
20-Mar-10,1,0.015,0.011,0.128,0.12,0.012,0.621,0.209,1.688,2.073,"5,958",872,23.6,"408,233"
21-Mar-10,1,0.043,0.011,0.125,0.128,0.012,0.432,0.287,1.951,3.094,"5,102",735,23.8,"400,682"
22-Mar-10,0,0.166,0.011,0.125,0.136,0.011,0.11,0.058,1.677,2.857,"5,906",792,21,"429,093"
23-Mar-10,0,0.072,0.011,0.125,0.139,0.011,0.08,0.048,1.525,2.145,"6,184",855,21.4,"438,302"
24-Mar-10,0,0.026,0.011,0.125,0.141,0.011,0.564,0.21,1.713,2.612,"5,866",828,20.9,"430,215"
25-Mar-10,0,0.021,0.012,0.134,0.134,0.013,0.563,0.242,1.986,2.632,"6,137",848,21.7,"436,647"
26-Mar-10,0,0.007,0.012,0.129,0.131,0.013,0.754,0.33,1.41,2.199,"5,640",839,23.7,"452,066"
27-Mar-10,1,0.23,0.013,0.148,0.132,0.014,0.755,0.34,1.525,2.383,"5,457",795,23.2,"409,803"
28-Mar-10,1,1.279,0.013,0.149,0.135,0.014,0.664,0.275,2.219,2.855,"4,860",798,23.3,"399,822"
29-Mar-10,0,9.737,0.013,0.157,0.149,0.014,0.885,0.427,1.262,1.778,"3,214",589,22.6,"439,969"
30-Mar-10,0,25.888,0.013,0.151,0.152,0.013,0.736,0.329,2.538,3.906,"2,798",528,19.9,"431,125"
31-Mar-10,0,2.061,0.011,0.128,0.161,0.012,0.381,0.101,2.952,3.967,"5,100",696,19.2,"417,798"
1-Apr-10,0,0.321,0.01,0.116,0.166,0.01,0.115,0.034,2.422,2.917,"5,804",824,18.9,"408,842"
2-Apr-10,0,0.094,0.01,0.116,0.165,0.01,0.17,0.104,2.416,2.924,"5,101",732,18.8,"355,245"
3-Apr-10,1,3.243,0.01,0.12,0.15,0.01,0.448,0.192,2.588,3.014,"4,672",689,18.1,"359,226"
4-Apr-10,1,1.223,0.009,0.108,0.127,0.009,0.412,0.181,1.931,2.598,"4,719",649,17.5,"346,133"
5-Apr-10,0,0.692,0.009,0.107,0.12,0.01,0.388,0.241,1.541,1.892,"4,988",762,18.1,"358,000"
6-Apr-10,0,6.765,0.012,0.135,0.12,0.013,0.938,0.468,2.251,2.917,"2,706",548,18.4,"401,698"
7-Apr-10,0,2.425,0.013,0.15,0.12,0.013,0.87,0.402,2.322,3.414,"2,803",549,19.5,"410,195"
8-Apr-10,0,1.596,0.01,0.121,0.108,0.011,0.097,0.051,2.183,3.56,"5,327",770,20.4,"413,431"
9-Apr-10,0,0.219,0.01,0.113,0.114,0.01,0.466,0.183,1.619,2.296,"5,076",764,18.4,"405,199"
10-Apr-10,1,0.395,0.01,0.121,0.144,0.011,0.405,0.184,1.656,2.488,"4,940",754,19.8,"374,223"
11-Apr-10,1,0.097,0.008,0.102,0.156,0.01,0.181,0.126,2.552,3.129,"4,846",666,19.7,"360,465"
12-Apr-10,0,0.066,0.006,0.071,0.13,0.007,0.082,0.044,2.199,3.008,"5,280",771,16.2,"398,690"
13-Apr-10,0,0.034,0.007,0.084,0.12,0.008,0.029,0.016,1.662,2.431,"5,312",764,15.5,"409,336"
14-Apr-10,0,0.03,0.008,0.089,0.128,0.009,0.6,0.246,1.398,1.969,"4,824",763,17,"410,723"
15-Apr-10,0,0.485,0.01,0.108,0.11,0.01,0.466,0.231,1.783,2.156,"4,163",567,17.5,"412,468"
16-Apr-10,0,0.458,0.01,0.119,0.082,0.011,0.088,0.039,1.356,1.944,"4,872",708,18.3,"408,927"
17-Apr-10,1,0.673,0.011,0.125,0.087,0.012,0.138,0.058,1.391,2.091,"4,779",717,19,"378,599"
18-Apr-10,1,0.45,0.012,0.134,0.092,0.012,0.306,0.097,1.308,1.724,"4,668",705,19.7,"367,242"
19-Apr-10,0,0.486,0.012,0.136,0.109,0.012,0.403,0.147,1.568,1.839,"4,609",700,20.1,"416,593"
20-Apr-10,0,0.755,0.011,0.127,0.121,0.012,0.418,0.256,1.678,2.071,"4,410",664,19.9,"419,638"
21-Apr-10,0,0.157,0.01,0.12,0.128,0.011,0.246,0.176,1.507,1.95,"4,679",690,19.9,"416,615"
22-Apr-10,0,0.079,0.01,0.108,0.14,0.011,0.085,0.048,1.446,1.681,"4,726",702,20.2,"419,082"
23-Apr-10,0,0.496,0.01,0.113,0.143,0.01,0.516,0.264,1.721,2.313,"4,087",694,20.9,"415,238"
24-Apr-10,1,8.321,0.011,0.129,0.143,0.012,0.841,0.416,2.064,2.504,"2,456",415,20.4,"375,583"
25-Apr-10,1,2.036,0.008,0.098,0.136,0.01,0.145,0.103,2.899,3.339,"3,752",553,17.3,"357,209"
26-Apr-10,0,0.019,0.007,0.08,0.131,0.008,0.286,0.16,1.813,2.798,"4,380",710,15.1,"361,680"
27-Apr-10,0,0.05,0.007,0.077,0.124,0.007,0.41,0.26,1.818,2.052,"3,180",536,14.8,"409,514"
28-Apr-10,0,0.024,0.007,0.084,0.12,0.007,0.214,0.031,2.109,2.637,"4,528",687,15.9,"411,076"
29-Apr-10,0,0.102,0.008,0.091,0.143,0.009,0.061,0.05,2.13,2.721,"4,341",677,16.4,"414,177"
30-Apr-10,0,1.262,0.009,0.111,0.096,0.01,0.247,0.146,2.003,2.729,"3,377",486,15.7,"420,551"
1-May-10,1,0.122,0.01,0.109,0.089,0.01,0.114,0.096,1.699,1.927,"3,645",566,17,"383,278"
2-May-10,1,0.159,0.009,0.101,0.083,0.01,0.593,0.235,1.6,2.204,"4,304",670,17.7,"369,278"
3-May-10,0,1.367,0.01,0.116,0.084,0.011,0.301,0.215,1.965,2.483,"3,836",625,17.7,"415,114"
4-May-10,0,3.228,0.01,0.115,0.096,0.011,0.154,0.071,2.251,2.676,"3,912",615,18.2,"418,582"
5-May-10,0,1.312,0.006,0.081,0.108,0.009,0.112,0.064,2.856,3.799,"3,644",496,15.2,"415,120"
6-May-10,0,0.015,0.007,0.077,0.119,0.007,0.051,0.033,2.032,3.103,"4,215",648,13.3,"422,420"
7-May-10,0,0.014,0.006,0.076,0.103,0.007,0.053,0.026,1.389,1.786,"4,148",643,14.2,"422,342"
8-May-10,1,0.03,0.008,0.084,0.124,0.008,0.018,0.014,1.251,1.487,"4,081",632,15.3,"390,516"
9-May-10,1,0.02,0.008,0.092,0.127,0.009,0.016,0.007,1.534,1.84,"4,066",630,16.2,"371,044"
10-May-10,0,0.033,0.008,0.093,0.088,0.009,0.051,0.007,1.943,2.357,"4,028",624,16.5,"413,913"
11-May-10,0,0.122,0.006,0.077,0.074,0.007,0.03,0.024,2.972,3.69,"3,831",609,15.9,"419,854"
12-May-10,0,0.013,0.005,0.062,0.078,0.006,0.025,0.015,2.972,3.734,"4,052",638,12.2,"432,497"
13-May-10,0,0.179,0.007,0.078,0.088,0.007,0.1,0.036,2.958,3.64,"3,791",607,12.4,"438,252"
14-May-10,0,0.003,0.007,0.078,0.098,0.007,0.063,0.037,2.651,3.349,"3,842",610,13.3,"435,859"
15-May-10,1,0.205,0.008,0.089,0.108,0.008,0.215,0.156,2.208,2.569,"3,723",594,13.7,"406,317"
16-May-10,1,1.312,0.008,0.096,0.093,0.009,0.632,0.284,1.66,1.974,"3,008",564,14.5,"394,572"
17-May-10,0,7.979,0.009,0.106,0.074,0.009,0.908,0.451,1.772,2.236,"1,324",204,14,"441,519"
18-May-10,0,10.053,0.009,0.105,0.066,0.009,0.751,0.373,2.374,2.727,"2,039",313,13.4,"451,107"
19-May-10,0,0.842,0.008,0.098,0.084,0.009,0.418,0.282,1.778,2.385,"2,793",476,13.8,"445,179"
20-May-10,0,0.333,0.008,0.094,0.084,0.008,0.857,0.413,1.222,1.656,"1,934",330,13.9,"444,365"
21-May-10,0,6.708,0.008,0.097,0.094,0.009,0.518,0.229,2.375,3.101,"2,314",385,14.1,"440,916"
22-May-10,1,3.375,0.008,0.096,0.096,0.008,0.239,0.122,2.57,3.105,"3,019",500,13.1,"417,592"
23-May-10,1,0.65,0.007,0.088,0.108,0.008,0.602,0.212,1.619,2.24,"3,084",535,13.1,"414,580"
24-May-10,0,4.779,0.009,0.104,0.103,0.01,0.645,0.32,1.496,1.804,"2,331",408,14.3,"448,115"
25-May-10,0,7.979,0.01,0.113,0.096,0.01,0.613,0.286,1.392,1.838,"2,222",409,14.5,"450,198"
26-May-10,0,24.313,0.009,0.11,0.096,0.01,0.7,0.37,3.294,4.245,"1,338",255,14.2,"453,226"
27-May-10,0,1.955,0.008,0.093,0.102,0.008,0.495,0.279,1.824,2.766,"2,495",412,14.5,"445,151"
28-May-10,0,6.211,0.009,0.107,0.096,0.01,0.727,0.37,2.294,3.026,"1,977",347,14.4,"439,365"
29-May-10,1,6.518,0.009,0.109,0.085,0.01,0.56,0.318,2.223,3.097,"1,436",315,14,"418,495"
30-May-10,1,9.41,0.008,0.103,0.108,0.01,0.638,0.281,2.574,3.774,"2,447",472,12.6,"402,278"
31-May-10,0,5.485,0.009,0.11,0.119,0.01,0.445,0.231,3.011,4.446,"2,374",369,13.7,"443,135"
1-Jun-10,0,0.778,0.008,0.096,0.11,0.008,0.901,0.44,1.752,2.274,"2,697",457,13.6,"448,830"
2-Jun-10,0,11.775,0.009,0.104,0.096,0.01,0.714,0.323,2.205,2.698,"2,816",487,13.8,"447,733"
3-Jun-10,0,26.176,0.01,0.117,0.106,0.01,0.775,0.366,2.718,3.093,"2,278",443,14.5,"447,551"
4-Jun-10,0,14.67,0.009,0.112,0.112,0.01,0.794,0.377,2.937,3.217,"1,819",293,14.7,"449,733"
5-Jun-10,1,0.483,0.008,0.092,0.096,0.009,0.347,0.222,2.905,3.338,"2,696",450,13.4,"418,427"
6-Jun-10,1,1.996,0.007,0.083,0.102,0.008,0.322,0.223,3.218,3.866,"2,402",465,11.3,"414,995"
7-Jun-10,0,0.742,0.007,0.084,0.098,0.007,0.673,0.29,1.923,2.78,"2,129",356,10.7,"460,985"
8-Jun-10,0,0.023,0.007,0.079,0.099,0.007,0.307,0.167,1.741,2.578,"2,966",491,11.4,"466,213"
9-Jun-10,0,0.521,0.006,0.069,0.11,0.006,0.179,0.105,3.567,4.058,"3,048",515,10.1,"471,720"
10-Jun-10,0,0.008,0.005,0.064,0.12,0.006,0.127,0.067,2.307,3.719,"3,205",531,9.4,"475,191"
11-Jun-10,0,0.047,0.006,0.072,0.111,0.006,0.299,0.097,2.445,2.988,"3,131",515,8.8,"479,573"
12-Jun-10,1,0.173,0.006,0.072,0.092,0.006,0.07,0.035,2.578,3.064,"3,194",530,9.4,"449,101"
13-Jun-10,1,0.323,0.006,0.079,0.085,0.007,0.168,0.107,2.104,2.693,"2,994",508,9.8,"434,452"
14-Jun-10,0,0.194,0.006,0.081,0.084,0.007,0.231,0.141,1.35,1.849,"2,978",511,10.8,"441,781"
15-Jun-10,0,0.215,0.007,0.084,0.082,0.007,0.421,0.115,1.477,1.718,"2,915",488,11.8,"478,968"
16-Jun-10,0,1.145,0.007,0.086,0.072,0.008,0.573,0.325,2.256,3.573,"2,484",499,12,"468,547"
17-Jun-10,0,2.111,0.007,0.089,0.06,0.009,0.254,0.21,2.703,3.852,"1,772",370,12.1,"470,366"
18-Jun-10,0,0.096,0.006,0.072,0.072,0.006,0.076,0.035,2.022,2.551,"3,207",537,10.8,"464,539"
19-Jun-10,1,0.085,0.007,0.083,0.072,0.007,0.119,0.065,2.233,2.77,"3,020",496,10.6,"436,159"
20-Jun-10,1,1.463,0.007,0.089,0.075,0.008,0.145,0.075,1.743,2.262,"3,007",516,11.8,"422,158"
21-Jun-10,0,1.627,0.008,0.096,0.074,0.008,0.408,0.21,2.02,2.33,"2,401",442,12.1,"470,512"
22-Jun-10,0,2.751,0.008,0.094,0.084,0.008,0.876,0.412,2.315,2.545,"2,030",348,12.6,"471,896"
23-Jun-10,0,5.018,0.008,0.096,0.091,0.008,0.771,0.377,1.84,2.456,"2,119",393,13.1,"468,169"
24-Jun-10,0,0.204,0.008,0.096,0.085,0.008,0.412,0.292,1.688,2.018,"2,300",412,12.6,"460,321"
25-Jun-10,0,3.469,0.009,0.1,0.072,0.009,0.611,0.406,2.159,2.334,"2,005",389,12.8,"451,674"
26-Jun-10,1,0.753,0.007,0.088,0.081,0.009,0.241,0.169,2.234,2.544,"2,061",338,11.8,"424,849"
27-Jun-10,1,0.139,0.006,0.067,0.084,0.006,0.097,0.051,2.194,2.648,"2,986",481,9,"438,807"
28-Jun-10,0,0.019,0.005,0.055,0.092,0.005,0.033,0.016,1.666,2.14,"3,301",537,8.2,"489,609"
29-Jun-10,0,0.031,0.004,0.049,0.096,0.005,0.04,0.024,1.777,2.334,"3,360",554,6.9,"507,854"
30-Jun-10,0,0.082,0.005,0.065,0.09,0.006,0.178,0.098,2.066,2.401,"3,116",524,7.2,"510,489"
1-Jul-10,0,0.071,0.005,0.064,0.096,0.006,0.596,0.314,1.508,2.231,"2,511",468,9.1,"503,563"
2-Jul-10,0,2.301,0.006,0.073,0.099,0.007,0.652,0.294,1.999,3.49,"1,966",335,8.7,"514,509"
3-Jul-10,1,0.073,0.006,0.069,0.102,0.006,0.121,0.057,2.765,3.592,"3,123",510,8.7,"463,880"
4-Jul-10,1,0.464,0.007,0.084,0.076,0.007,0.422,0.287,1.97,2.43,"2,783",501,9.7,"444,070"
5-Jul-10,0,3.425,0.007,0.089,0.072,0.008,0.815,0.398,1.493,2.142,"1,715",272,10.4,"487,307"
6-Jul-10,0,1.389,0.007,0.087,0.059,0.008,0.696,0.283,2.825,3.127,"2,531",470,11.1,"482,097"
7-Jul-10,0,3.035,0.007,0.091,0.048,0.008,0.608,0.272,2.712,3.195,"2,104",308,10.8,"488,463"
8-Jul-10,0,4.743,0.007,0.087,0.062,0.008,0.379,0.165,2.276,2.998,"2,663",477,11.1,"487,288"
9-Jul-10,0,1.796,0.007,0.092,0.06,0.008,0.333,0.204,2.01,2.356,"2,670",494,11.6,"474,290"
10-Jul-10,1,0.623,0.008,0.095,0.072,0.008,0.344,0.218,2.127,2.523,"2,608",496,12.3,"437,416"
11-Jul-10,1,1.04,0.008,0.096,0.072,0.009,0.244,0.142,1.88,2.599,"2,550",398,12.8,"413,084"
12-Jul-10,0,0.438,0.008,0.091,0.084,0.009,0.35,0.165,1.312,1.941,"2,890",509,12.2,"459,562"
13-Jul-10,0,8.15,0.009,0.107,0.09,0.01,0.828,0.389,3.032,3.819,"1,501",325,13.2,"456,243"
14-Jul-10,0,2.216,0.006,0.073,0.084,0.007,0.201,0.083,3.467,4.162,"3,230",526,12.5,"445,972"
15-Jul-10,0,0.058,0.006,0.065,0.084,0.006,0.084,0.041,2.724,3.752,"3,374",543,10.1,"462,809"
16-Jul-10,0,0.058,0.006,0.072,0.084,0.006,0.11,0.07,2.091,2.652,"3,221",531,9.1,"474,114"
17-Jul-10,1,0.033,0.006,0.073,0.084,0.007,0.038,0.02,1.466,1.82,"3,498",555,9.9,"440,483"
18-Jul-10,1,0.136,0.006,0.073,0.095,0.007,0.405,0.135,1.752,2.018,"3,401",576,10.2,"423,681"
19-Jul-10,0,1.343,0.007,0.074,0.101,0.007,0.458,0.256,2.257,2.983,"2,478",440,10.2,"480,790"
20-Jul-10,0,2.239,0.006,0.072,0.091,0.006,0.386,0.162,2.374,2.924,"2,970",486,9.5,"486,064"
21-Jul-10,0,0.898,0.006,0.072,0.112,0.006,0.177,0.111,2.443,3.082,"3,086",495,9.2,"494,655"
22-Jul-10,0,0.853,0.006,0.075,0.09,0.007,0.279,0.171,2.572,3.209,"2,415",356,8.9,"497,252"
23-Jul-10,0,1.424,0.007,0.088,0.072,0.008,0.432,0.202,1.905,2.533,"2,709",491,10.5,"478,404"
24-Jul-10,1,1.491,0.007,0.087,0.071,0.008,0.534,0.243,1.535,1.687,"2,577",487,11.5,"440,787"
25-Jul-10,1,4.224,0.007,0.085,0.074,0.008,0.427,0.21,1.659,1.867,"2,324",348,11.3,"426,402"
26-Jul-10,0,0.896,0.007,0.081,0.08,0.007,0.203,0.103,1.585,1.953,"3,283",521,11.1,"470,677"
27-Jul-10,0,2.23,0.007,0.09,0.076,0.009,0.706,0.301,1.75,2.134,"2,827",538,11.7,"475,306"
28-Jul-10,0,20.018,0.009,0.104,0.083,0.009,0.856,0.432,2.373,2.978,"1,480",276,12.4,"480,707"
29-Jul-10,0,3.318,0.009,0.106,0.072,0.01,0.412,0.255,1.909,2.316,"2,820",470,13.1,"467,977"
30-Jul-10,0,6.606,0.01,0.12,0.072,0.011,0.784,0.334,1.664,2.359,"2,730",544,14.2,"448,069"
31-Jul-10,1,0.404,0.007,0.091,0.076,0.01,0.082,0.047,2.529,2.995,"3,551",551,14.2,"410,653"
1-Aug-10,1,2.195,0.006,0.073,0.089,0.007,0.228,0.067,3.32,3.708,"3,734",594,11.3,"405,388"
2-Aug-10,0,10.615,0.007,0.075,0.087,0.008,0.605,0.208,4.672,5.837,"3,254",563,9.3,"474,213"
3-Aug-10,0,1.28,0.007,0.082,0.084,0.008,0.241,0.157,2.915,4.868,"2,777",426,11.4,"477,644"
4-Aug-10,0,0.047,0.006,0.068,0.08,0.007,0.092,0.055,1.836,2.38,"4,020",622,10.1,"463,919"
5-Aug-10,0,0.077,0.005,0.061,0.085,0.006,0.103,0.051,2.47,2.947,"4,005",632,9.2,"471,673"
6-Aug-10,0,0.068,0.006,0.066,0.107,0.006,0.078,0.033,2.631,2.98,"4,096",632,8.9,"476,313"
7-Aug-10,1,0.008,0.006,0.066,0.105,0.006,0.289,0.136,1.94,2.627,"4,044",633,8.9,"445,966"
8-Aug-10,1,0.01,0.006,0.066,0.121,0.006,0.118,0.088,1.41,1.815,"3,988",585,9.6,"430,552"
9-Aug-10,0,5.359,0.008,0.094,0.077,0.009,0.382,0.187,2.264,3.122,"3,591",645,10.9,"466,961"
