date,dow_is_weekend,precipitation_total,humidity_ave,humidity_day_ave,humidity_night_ave,humidity_peak,cloud_cover_ave,cloud_cover_day_ave,wind_speed_ave,wind_speed_peak,irradiance_total,irradiance_peak,temperature_ave,demand_total
13-Mar-17,0,8.244,0.014,0.158,0.093,0.014,0.762,0.395,2.559,3.099,"3,226",494,22,"385,912"
14-Mar-17,0,20.787,0.014,0.168,0.096,0.015,0.652,0.345,2.638,3.645,"3,088",517,21.3,"389,834"
15-Mar-17,0,18.511,0.014,0.174,0.109,0.016,0.721,0.349,3.036,3.898,"4,165",718,21.7,"391,734"
16-Mar-17,0,19.937,0.015,0.172,0.129,0.016,0.422,0.274,2.415,4.626,"3,959",493,22.4,"404,017"
17-Mar-17,0,23.355,0.013,0.153,0.133,0.014,0.712,0.302,4.237,4.907,"4,423",614,21,"380,933"
18-Mar-17,1,18.684,0.014,0.176,0.127,0.016,0.549,0.264,3.297,4.193,"4,814",620,21.4,"349,282"
19-Mar-17,1,3.679,0.016,0.191,0.12,0.016,0.267,0.127,2.554,3.234,"5,487",761,23.1,"359,512"
20-Mar-17,0,5.824,0.016,0.192,0.136,0.016,0.758,0.341,2.105,2.322,"3,687",650,23.3,"415,142"
21-Mar-17,0,15.042,0.017,0.2,0.127,0.017,0.665,0.306,1.699,2.007,"4,122",627,23.2,"422,107"
22-Mar-17,0,8.192,0.015,0.181,0.135,0.017,0.498,0.279,2.103,2.993,"4,066",550,23.3,"412,380"
23-Mar-17,0,10.385,0.013,0.151,0.138,0.013,0.393,0.161,2.311,2.723,"4,699",659,20.7,"389,580"
24-Mar-17,0,1.08,0.011,0.138,0.161,0.012,0.565,0.234,1.929,2.76,"5,271",769,20.1,"378,381"
25-Mar-17,1,0.957,0.013,0.155,0.176,0.014,0.458,0.282,1.268,1.896,"4,790",706,20.3,"354,112"
26-Mar-17,1,0.352,0.014,0.163,0.158,0.014,0.217,0.094,1.645,2.485,"5,853",830,22.1,"356,889"
27-Mar-17,0,0.448,0.014,0.161,0.137,0.015,0.145,0.123,2.217,2.686,"5,786",840,22.3,"400,333"
28-Mar-17,0,0.206,0.014,0.166,0.125,0.014,0.205,0.098,1.648,2.337,"5,328",760,21.6,"399,134"
29-Mar-17,0,3.496,0.016,0.186,0.093,0.017,0.489,0.209,1.925,2.575,"5,002",822,22.9,"426,729"
30-Mar-17,0,32.182,0.011,0.135,0.116,0.014,0.501,0.272,4.47,5.125,"3,085",613,20,"399,069"
31-Mar-17,0,0.299,0.009,0.108,0.13,0.01,0.175,0.032,2.604,4.121,"5,784",813,16.5,"364,459"
1-Apr-17,1,0.366,0.01,0.11,0.135,0.01,0.134,0.062,2.684,3.975,"5,517",813,17.3,"335,051"
2-Apr-17,1,2.779,0.009,0.112,0.122,0.01,0.303,0.143,3.138,3.938,"4,535",613,17.4,"328,579"
3-Apr-17,0,5.158,0.009,0.111,0.137,0.01,0.302,0.156,2.979,3.453,"4,424",598,16.8,"366,231"
4-Apr-17,0,3.232,0.009,0.108,0.138,0.009,0.352,0.16,2.677,3.269,"4,554",661,17.2,"369,648"
5-Apr-17,0,0.74,0.008,0.1,0.153,0.009,0.179,0.114,1.911,2.572,"4,670",616,17.3,"367,787"
6-Apr-17,0,0.604,0.008,0.098,0.145,0.009,0.535,0.217,1.479,1.861,"4,871",735,17.3,"369,207"
7-Apr-17,0,0.228,0.01,0.113,0.111,0.01,0.144,0.08,1.797,2.055,"5,177",719,17.6,"368,023"
8-Apr-17,1,0.093,0.01,0.12,0.1,0.011,0.262,0.12,2.106,2.574,"5,077",713,17.9,"339,804"
9-Apr-17,1,7.655,0.009,0.107,0.122,0.011,0.213,0.078,3.231,3.857,"4,991",732,17.7,"328,995"
10-Apr-17,0,0.328,0.008,0.09,0.133,0.009,0.15,0.067,3.205,4.29,"4,964",735,13.5,"358,228"
11-Apr-17,0,1.26,0.01,0.115,0.123,0.011,0.154,0.067,2.99,3.866,"4,843",716,16.2,"366,920"
12-Apr-17,0,1.746,0.01,0.12,0.129,0.011,0.295,0.149,2.149,2.631,"4,172",649,17.1,"367,264"
13-Apr-17,0,0.279,0.009,0.112,0.142,0.01,0.101,0.076,1.722,2.228,"4,340",616,17.1,"364,268"
14-Apr-17,0,0.044,0.009,0.105,0.161,0.01,0.024,0.014,1.163,1.572,"5,117",748,17,"321,663"
15-Apr-17,1,0.031,0.009,0.108,0.155,0.01,0.109,0.064,1.49,1.864,"4,949",735,17,"323,113"
16-Apr-17,1,0.01,0.009,0.104,0.155,0.009,0.424,0.262,1.506,1.79,"4,636",672,17.4,"315,069"
17-Apr-17,0,0.157,0.01,0.113,0.164,0.01,0.403,0.107,1.119,1.592,"4,740",717,17.7,"324,648"
18-Apr-17,0,0.211,0.01,0.118,0.157,0.011,0.116,0.049,1.779,2.034,"4,703",696,18.4,"361,476"
19-Apr-17,0,0.539,0.011,0.123,0.159,0.011,0.185,0.058,1.728,2.318,"4,662",688,18.4,"364,142"
20-Apr-17,0,0.08,0.01,0.12,0.182,0.01,0.486,0.167,1.786,2.35,"4,666",713,18.3,"365,176"
21-Apr-17,0,0.42,0.011,0.125,0.167,0.011,0.718,0.328,1.899,2.081,"3,631",599,17.9,"363,824"
22-Apr-17,1,0.311,0.01,0.12,0.175,0.011,0.22,0.117,1.45,2.036,"3,907",567,18.4,"339,740"
23-Apr-17,1,0.178,0.011,0.123,0.132,0.011,0.246,0.141,0.924,1.335,"4,292",657,18.3,"323,236"
24-Apr-17,0,0.086,0.011,0.126,0.134,0.011,0.521,0.257,1.687,2.72,"3,966",653,18.6,"356,665"
25-Apr-17,0,2.14,0.011,0.131,0.131,0.013,0.365,0.25,2.347,3.052,"3,541",562,18.6,"330,849"
26-Apr-17,0,2.034,0.007,0.088,0.151,0.009,0.513,0.267,3.261,3.84,"3,475",595,15.7,"364,381"
27-Apr-17,0,0.293,0.007,0.082,0.148,0.007,0.202,0.094,2.978,3.37,"4,138",625,12.5,"376,069"
28-Apr-17,0,0.039,0.007,0.084,0.143,0.007,0.067,0.046,1.999,2.761,"4,413",663,13.3,"376,839"
29-Apr-17,1,0.041,0.008,0.1,0.147,0.009,0.079,0.031,1.862,2.101,"4,428",679,14.4,"348,686"
30-Apr-17,1,0.012,0.009,0.105,0.153,0.009,0.153,0.111,1.594,1.974,"4,203",648,15.7,"336,628"
1-May-17,0,0.015,0.008,0.103,0.173,0.009,0.551,0.344,1.946,2.483,"3,642",591,16.2,"365,528"
2-May-17,0,0.265,0.008,0.097,0.174,0.009,0.434,0.2,2.373,3.341,"3,727",616,16.1,"375,087"
3-May-17,0,1.067,0.008,0.096,0.167,0.008,0.206,0.124,2.26,3.258,"3,492",540,14.4,"382,285"
4-May-17,0,0.138,0.008,0.096,0.156,0.008,0.235,0.11,1.552,1.887,"3,691",607,15.1,"386,408"
5-May-17,0,0.02,0.008,0.097,0.179,0.009,0.364,0.195,1.741,2.135,"3,665",635,16,"377,574"
6-May-17,1,0.036,0.008,0.092,0.153,0.009,0.291,0.225,2.054,2.947,"3,259",484,16,"347,627"
7-May-17,1,0.018,0.005,0.064,0.142,0.006,0.019,0.008,1.942,3.008,"4,283",668,14.5,"342,807"
8-May-17,0,0.093,0.007,0.078,0.153,0.008,0.082,0.044,2.107,2.37,"3,988",634,12.8,"389,507"
9-May-17,0,0.101,0.008,0.089,0.168,0.008,0.108,0.062,2.073,2.313,"3,855",610,13.7,"393,921"
10-May-17,0,0.259,0.007,0.084,0.13,0.008,0.049,0.028,1.941,2.132,"3,880",598,13.9,"391,618"
11-May-17,0,0.03,0.008,0.097,0.137,0.009,0.546,0.237,1.933,2.277,"3,580",605,14,"389,647"
12-May-17,0,0.088,0.009,0.102,0.17,0.009,0.878,0.427,1.227,1.655,"2,523",377,14.7,"390,220"
13-May-17,1,0.529,0.009,0.111,0.119,0.01,0.882,0.433,1.327,1.825,"2,914",539,15.8,"359,407"
14-May-17,1,1.839,0.009,0.111,0.141,0.01,0.82,0.369,2.305,3.393,"2,376",386,15.6,"354,251"
15-May-17,0,0.107,0.008,0.092,0.157,0.009,0.191,0.146,2.608,3.487,"3,097",446,14.7,"389,556"
16-May-17,0,0.015,0.007,0.081,0.156,0.007,0.488,0.15,1.594,2.589,"3,823",610,13.8,"395,268"
17-May-17,0,0.001,0.008,0.092,0.149,0.009,0.742,0.308,1.34,1.765,"3,440",589,14.5,"397,258"
18-May-17,0,0.313,0.01,0.113,0.155,0.01,0.391,0.184,2.04,2.724,"3,132",552,16.1,"389,164"
19-May-17,0,10.581,0.011,0.126,0.155,0.011,0.61,0.294,2.554,3.121,"2,175",415,16.6,"392,714"
20-May-17,1,1.39,0.01,0.121,0.163,0.011,0.302,0.14,1.431,2.328,"2,703",421,16.6,"354,916"
21-May-17,1,0.028,0.009,0.103,0.177,0.009,0.103,0.055,1.436,1.663,"3,406",554,15.7,"347,205"
22-May-17,0,0.066,0.009,0.107,0.175,0.01,0.079,0.057,1.405,1.64,"3,360",560,15.7,"382,793"
23-May-17,0,0.377,0.009,0.108,0.167,0.01,0.169,0.051,1.691,2.654,"3,463",558,16,"387,357"
24-May-17,0,0.007,0.007,0.088,0.167,0.009,0.032,0.019,2.471,3.308,"3,564",570,15.4,"375,975"
25-May-17,0,0.002,0.007,0.081,0.165,0.007,0.241,0.142,1.441,1.834,"3,484",573,13.4,"391,329"
26-May-17,0,0.014,0.008,0.09,0.147,0.008,0.122,0.077,1.284,1.601,"3,427",568,13.3,"393,245"
27-May-17,1,0.033,0.008,0.088,0.178,0.008,0.26,0.059,1.665,2.67,"3,442",563,14.5,"363,960"
28-May-17,1,0.347,0.007,0.086,0.186,0.008,0.162,0.118,2.699,3.248,"3,304",539,14.2,"354,772"
29-May-17,0,0.011,0.005,0.06,0.176,0.005,0.082,0.072,2.109,3.195,"3,541",573,11.5,"400,851"
30-May-17,0,0.166,0.006,0.066,0.18,0.006,0.574,0.267,2.294,3.582,"3,170",538,10,"429,637"
31-May-17,0,0.139,0.006,0.072,0.172,0.006,0.122,0.071,3.213,4.037,"3,107",517,10.5,"434,304"
1-Jun-17,0,0.01,0.006,0.072,0.168,0.007,0.113,0.057,2.75,3.36,"3,130",511,10.5,"435,867"
2-Jun-17,0,0.185,0.007,0.08,0.163,0.008,0.213,0.122,2.724,3.16,"3,026",536,11.2,"429,470"
3-Jun-17,1,0.683,0.008,0.096,0.188,0.008,0.308,0.173,2.136,2.816,"2,355",401,12.1,"395,860"
4-Jun-17,1,0.067,0.007,0.086,0.185,0.008,0.326,0.183,1.614,1.778,"3,086",514,12.6,"383,139"
5-Jun-17,0,0.159,0.006,0.074,0.124,0.007,0.254,0.159,1.655,3.205,"3,143",518,11.9,"420,411"
6-Jun-17,0,16.01,0.007,0.08,0.121,0.008,0.606,0.241,3.223,3.963,"2,516",493,10.3,"438,475"
7-Jun-17,0,14.433,0.008,0.099,0.126,0.009,0.658,0.345,2.727,4.001,"1,311",199,11.4,"455,559"
8-Jun-17,0,2.675,0.009,0.105,0.139,0.009,0.446,0.231,2.164,2.675,"2,056",320,13.1,"431,324"
9-Jun-17,0,13.167,0.009,0.107,0.158,0.009,0.699,0.28,2.672,3.095,"2,378",437,13.4,"421,951"
10-Jun-17,1,5.358,0.009,0.105,0.183,0.009,0.633,0.333,1.948,2.78,"2,035",322,14.1,"393,962"
11-Jun-17,1,2.871,0.009,0.103,0.159,0.009,0.21,0.117,1.398,1.778,"2,729",455,13.9,"379,360"
12-Jun-17,0,2.198,0.008,0.096,0.124,0.008,0.158,0.095,2.29,2.81,"2,946",486,12.9,"378,804"
13-Jun-17,0,0.811,0.008,0.098,0.082,0.009,0.297,0.119,2.293,3.05,"2,818",492,13,"419,896"
14-Jun-17,0,0.607,0.008,0.096,0.112,0.009,0.316,0.162,1.423,1.696,"2,942",490,13.8,"418,381"
15-Jun-17,0,0.094,0.008,0.095,0.138,0.008,0.865,0.418,1.214,1.669,"2,134",456,13.1,"420,786"
16-Jun-17,0,0.505,0.009,0.103,0.143,0.009,0.744,0.406,1.46,1.605,"1,862",377,13,"426,499"
17-Jun-17,1,0.879,0.009,0.104,0.146,0.009,0.446,0.271,1.985,3.408,"1,912",305,13.8,"395,045"
18-Jun-17,1,0.793,0.008,0.096,0.151,0.008,0.257,0.124,3.114,4.06,"2,562",438,12.9,"387,569"
19-Jun-17,0,0.437,0.008,0.096,0.14,0.008,0.384,0.18,2.387,3.069,"2,588",456,13.1,"421,760"
20-Jun-17,0,0.109,0.007,0.084,0.14,0.008,0.148,0.107,1.738,2.368,"2,612",425,13.1,"426,511"
21-Jun-17,0,0.067,0.008,0.09,0.151,0.008,0.21,0.086,2.228,2.662,"3,055",523,11.6,"433,390"
22-Jun-17,0,0.018,0.007,0.08,0.16,0.008,0.332,0.08,1.432,1.917,"3,099",514,12.4,"428,249"
23-Jun-17,0,0.007,0.006,0.072,0.164,0.006,0.154,0.064,2.105,2.494,"3,178",526,11.8,"432,617"
24-Jun-17,1,0.012,0.006,0.072,0.161,0.006,0.208,0.158,2.011,2.818,"3,113",525,11.8,"395,215"
25-Jun-17,1,0.043,0.006,0.073,0.167,0.007,0.069,0.037,2.098,2.482,"3,111",513,11.2,"391,500"
26-Jun-17,0,0.002,0.006,0.07,0.156,0.006,0.145,0.093,1.549,2.142,"3,169",535,11.3,"430,903"
27-Jun-17,0,0.032,0.007,0.079,0.145,0.007,0.735,0.391,1.188,1.55,"2,124",377,11.1,"455,314"
28-Jun-17,0,1.961,0.007,0.084,0.125,0.007,0.54,0.277,1.642,2.005,"2,081",335,11.5,"452,518"
29-Jun-17,0,1.139,0.006,0.077,0.12,0.007,0.113,0.059,2.288,3.381,"3,032",500,10.9,"446,836"
30-Jun-17,0,0.013,0.005,0.06,0.12,0.005,0.028,0.019,2.763,3.523,"3,305",546,9.5,"446,016"
1-Jul-17,1,0.001,0.005,0.061,0.12,0.006,0.114,0.04,1.911,2.724,"3,250",528,8.8,"428,561"
2-Jul-17,1,0.003,0.005,0.062,0.12,0.006,0.052,0.033,1.628,2.081,"3,302",545,9.4,"417,580"
3-Jul-17,0,0.543,0.008,0.085,0.12,0.008,0.304,0.127,2.21,2.546,"2,636",435,10.3,"464,264"
4-Jul-17,0,0.187,0.006,0.072,0.142,0.007,0.281,0.064,2.179,2.556,"3,166",529,12.9,"419,827"
5-Jul-17,0,0.442,0.006,0.072,0.166,0.006,0.126,0.054,2.439,2.775,"3,136",520,12.2,"416,419"
6-Jul-17,0,0.053,0.005,0.065,0.167,0.006,0.053,0.027,1.628,2.303,"3,303",544,10.9,"424,549"
7-Jul-17,0,0.054,0.005,0.061,0.166,0.006,0.057,0.037,2.183,2.582,"3,199",525,10.3,"436,054"
8-Jul-17,1,0.105,0.006,0.071,0.182,0.006,0.099,0.041,2.041,2.665,"3,199",517,9.9,"409,382"
9-Jul-17,1,0.037,0.005,0.06,0.158,0.005,0.131,0.069,2.027,2.429,"3,343",552,10,"399,378"
10-Jul-17,0,0.004,0.006,0.065,0.162,0.006,0.305,0.18,1.82,2.224,"3,011",526,9.8,"441,356"
11-Jul-17,0,0.454,0.007,0.077,0.181,0.007,0.21,0.107,2.527,2.762,"3,133",545,10.1,"445,687"
12-Jul-17,0,0.762,0.007,0.081,0.191,0.007,0.642,0.278,1.598,2.614,"2,404",420,10.5,"448,761"
13-Jul-17,0,0.038,0.007,0.077,0.195,0.007,0.479,0.116,1.906,2.348,"3,194",521,11,"437,427"
14-Jul-17,0,0.464,0.007,0.084,0.199,0.007,0.581,0.235,2.055,2.716,"2,857",533,11.8,"429,754"
15-Jul-17,1,0.767,0.006,0.068,0.173,0.007,0.319,0.104,1.643,1.961,"2,943",481,11.6,"399,713"
16-Jul-17,1,0.018,0.006,0.065,0.152,0.006,0.556,0.12,1.458,1.795,"3,386",557,10.6,"397,703"
17-Jul-17,0,0.209,0.007,0.077,0.135,0.007,0.132,0.104,1.893,2.331,"3,058",512,11.6,"435,124"
18-Jul-17,0,0.293,0.006,0.079,0.156,0.007,0.221,0.138,2.714,3.592,"3,206",556,12.7,"419,514"
19-Jul-17,0,0.111,0.006,0.07,0.165,0.006,0.137,0.068,3.46,4.152,"3,305",519,10.6,"425,040"
20-Jul-17,0,0.053,0.005,0.061,0.173,0.006,0.118,0.07,3.146,4.039,"3,463",576,9.9,"433,385"
21-Jul-17,0,0.003,0.006,0.067,0.158,0.006,0.054,0.038,2.288,3.386,"3,364",505,9.3,"443,983"
22-Jul-17,1,0,0.005,0.053,0.189,0.005,0.019,0.005,1.88,2.708,"3,751",598,9.8,"416,763"
23-Jul-17,1,0.031,0.005,0.06,0.119,0.006,0.03,0.019,2.321,3.101,"3,675",586,11.5,"388,473"
24-Jul-17,0,0,0.006,0.07,0.113,0.006,0.025,0.01,2.147,2.688,"3,741",587,12,"412,556"
25-Jul-17,0,0.06,0.006,0.067,0.12,0.007,0.041,0.017,2.231,3.316,"3,745",597,11.9,"421,402"
26-Jul-17,0,0.027,0.006,0.073,0.108,0.007,0.062,0.023,2.832,4.297,"3,757",592,13.1,"402,781"
27-Jul-17,0,0.165,0.006,0.066,0.109,0.006,0.513,0.095,1.92,3.174,"3,698",605,11.3,"421,935"
28-Jul-17,0,0.004,0.005,0.062,0.108,0.006,0.16,0.041,2.531,4.127,"3,849",599,11.9,"413,281"
29-Jul-17,1,0,0.005,0.055,0.102,0.005,0.139,0.061,2.107,3.002,"3,850",625,11.1,"389,994"
30-Jul-17,1,0.555,0.007,0.085,0.105,0.009,0.742,0.313,1.823,3.3,"2,794",510,14.7,"359,907"
31-Jul-17,0,6.677,0.007,0.092,0.112,0.009,0.385,0.265,2.534,3.269,"1,813",437,12.7,"415,016"
1-Aug-17,0,0.014,0.006,0.069,0.121,0.006,0.018,0.014,2.505,3.092,"3,992",622,11,"421,092"
2-Aug-17,0,0.1,0.007,0.078,0.116,0.007,0.233,0.117,1.803,2.471,"3,688",598,10.8,"426,861"
3-Aug-17,0,9.061,0.008,0.084,0.087,0.009,0.535,0.167,2.415,3.402,"3,263",533,11.9,"427,846"
4-Aug-17,0,0.141,0.006,0.072,0.106,0.006,0.203,0.042,2.91,3.54,"3,860",588,10.9,"413,890"
5-Aug-17,1,0.015,0.005,0.061,0.122,0.006,0.534,0.098,2.361,3.441,"4,043",626,11.3,"378,084"
6-Aug-17,1,0.476,0.006,0.072,0.12,0.006,0.177,0.062,2.869,3.675,"3,903",616,12.4,"362,515"
7-Aug-17,0,0.305,0.005,0.061,0.11,0.006,0.111,0.046,3.446,4.237,"4,023",612,11.3,"406,878"
8-Aug-17,0,0.006,0.005,0.057,0.107,0.005,0.017,0.009,2.616,3.356,"4,301",654,10.4,"413,526"
9-Aug-17,0,0,0.006,0.061,0.111,0.006,0.458,0.184,1.582,2.469,"4,211",658,11.4,"411,655"
10-Aug-17,0,0,0.005,0.063,0.108,0.006,0.741,0.345,2.232,2.55,"4,018",629,13.3,"400,273"
11-Aug-17,0,0,0.006,0.071,0.12,0.007,0.519,0.224,2.215,2.56,"3,850",631,14.8,"377,759"
12-Aug-17,1,0.025,0.006,0.066,0.119,0.006,0.265,0.203,2.043,2.695,"4,045",631,12.5,"357,419"
13-Aug-17,1,0,0.006,0.064,0.132,0.006,0.029,0.009,1.599,1.996,"4,467",677,12.7,"351,631"
14-Aug-17,0,0.048,0.006,0.071,0.12,0.007,0.154,0.097,1.504,2.004,"4,150",672,13.6,"390,259"
15-Aug-17,0,0.878,0.007,0.088,0.132,0.008,0.448,0.186,2.712,4.821,"3,462",537,15.4,"401,332"
16-Aug-17,0,0.265,0.006,0.07,0.128,0.007,0.024,0.014,3.043,5.107,"4,486",660,16.1,"372,194"
17-Aug-17,0,0.455,0.005,0.06,0.129,0.006,0.071,0.028,3.64,5.347,"4,586",697,13.9,"375,066"
18-Aug-17,0,0.112,0.005,0.057,0.132,0.005,0.148,0.063,4.6,5.713,"4,332",666,11.6,"393,832"
19-Aug-17,1,0.11,0.005,0.06,0.141,0.005,0.226,0.133,3.753,4.801,"3,670",555,9.7,"385,332"
20-Aug-17,1,0.081,0.006,0.069,0.086,0.006,0.507,0.283,1.781,3.125,"3,278",491,9.6,"384,229"
21-Aug-17,0,0.059,0.006,0.07,0.084,0.006,0.45,0.18,1.619,2.447,"3,177",523,10.9,"431,724"
22-Aug-17,0,0.003,0.006,0.066,0.084,0.007,0.027,0.02,1.546,1.771,"4,798",711,12.4,"405,479"
23-Aug-17,0,0.021,0.007,0.073,0.099,0.008,0.142,0.128,1.924,3.164,"4,754",716,13.2,"399,125"
24-Aug-17,0,0.776,0.006,0.072,0.108,0.007,0.242,0.103,3.265,3.677,"4,311",688,12,"409,359"
25-Aug-17,0,0.215,0.006,0.07,0.104,0.006,0.096,0.066,2.487,3.573,"4,356",626,11.4,"408,077"
26-Aug-17,1,0.007,0.005,0.056,0.097,0.006,0.282,0.121,1.73,3.025,"4,843",739,12,"373,044"
27-Aug-17,1,1.202,0.005,0.06,0.096,0.006,0.302,0.113,3.231,4.106,"4,524",702,10.5,"375,524"
28-Aug-17,0,0.118,0.006,0.064,0.096,0.006,0.095,0.059,2.697,4.089,"4,699",673,9.3,"426,977"
29-Aug-17,0,0.039,0.005,0.059,0.1,0.006,0.395,0.099,1.547,2.554,"4,645",680,10.5,"428,604"
30-Aug-17,0,0.012,0.005,0.057,0.105,0.006,0.034,0.014,2.885,3.522,"5,207",759,11.5,"415,132"
31-Aug-17,0,0.075,0.006,0.066,0.095,0.006,0.167,0.099,2.853,3.582,"4,725",717,10.9,"416,419"
1-Sep-17,0,0.004,0.006,0.063,0.066,0.006,0.056,0.043,1.639,2.292,"4,984",700,11.3,"409,806"
2-Sep-17,1,0,0.006,0.061,0.087,0.007,0.137,0.084,1.759,2.606,"5,136",762,13.4,"370,264"
3-Sep-17,1,0.098,0.006,0.07,0.096,0.007,0.056,0.045,2.64,3.606,"5,088",722,16.4,"339,634"
4-Sep-17,0,0.285,0.005,0.06,0.09,0.005,0.06,0.028,3.017,3.706,"5,392",771,13.7,"370,637"
5-Sep-17,0,0.216,0.005,0.053,0.103,0.005,0.075,0.028,3.496,3.855,"5,479",785,11.7,"389,584"
6-Sep-17,0,0.054,0.005,0.058,0.108,0.006,0.057,0.02,2.982,3.779,"5,606",801,12,"388,832"
7-Sep-17,0,0.027,0.005,0.061,0.111,0.006,0.083,0.031,2.855,3.93,"5,662",806,12.7,"383,207"
8-Sep-17,0,0.02,0.005,0.059,0.108,0.005,0.022,0.012,3.104,3.82,"5,655",793,12.3,"384,833"
9-Sep-17,1,0,0.005,0.058,0.093,0.006,0.073,0.028,1.897,3.326,"5,722",811,11.6,"362,540"
10-Sep-17,1,0,0.006,0.065,0.084,0.007,0.03,0.027,1.516,2.209,"5,744",804,12.4,"352,083"
11-Sep-17,0,0,0.006,0.066,0.096,0.007,0.325,0.198,1.632,2.072,"5,535",818,14.8,"374,469"
12-Sep-17,0,0.012,0.007,0.085,0.118,0.008,0.312,0.238,2.048,3.021,"4,860",715,17.8,"372,105"
13-Sep-17,0,0.576,0.007,0.072,0.129,0.008,0.332,0.062,3.35,4.796,"5,698",815,19.8,"364,044"
14-Sep-17,0,0.04,0.005,0.055,0.121,0.006,0.063,0.033,3.736,4.832,"5,804",806,12.2,"369,087"
15-Sep-17,0,0.078,0.006,0.066,0.108,0.006,0.364,0.203,2.285,3.343,"5,444",831,13.4,"370,832"
16-Sep-17,1,0.134,0.005,0.065,0.112,0.006,0.132,0.078,2.534,3.498,"5,681",810,13.9,"348,055"
17-Sep-17,1,0.002,0.005,0.057,0.11,0.006,0.046,0.029,1.808,2.336,"6,220",851,12.3,"344,252"
18-Sep-17,0,0.027,0.006,0.065,0.088,0.006,0.332,0.056,2.415,3.496,"6,146",873,15,"368,544"
19-Sep-17,0,0.001,0.005,0.066,0.084,0.006,0.052,0.033,2.349,3.533,"6,245",867,15.5,"365,608"
20-Sep-17,0,0,0.006,0.071,0.09,0.007,0.066,0.026,1.507,2.402,"6,119",843,13.6,"371,493"
21-Sep-17,0,0.009,0.006,0.067,0.096,0.007,0.258,0.043,1.763,2.101,"6,177",850,16.7,"366,640"
22-Sep-17,0,0.201,0.006,0.062,0.092,0.007,0.147,0.082,1.752,2.438,"6,057",856,19.2,"363,772"
23-Sep-17,1,0,0.007,0.077,0.073,0.007,0.148,0.112,2.431,3.214,"5,710",796,22.7,"338,222"
24-Sep-17,1,0.005,0.007,0.078,0.062,0.007,0.075,0.063,2.374,3.859,"5,951",790,22,"326,712"
25-Sep-17,0,0.038,0.006,0.071,0.072,0.006,0.045,0.02,2.442,3.606,"6,519",886,18.5,"352,560"
26-Sep-17,0,0,0.006,0.074,0.072,0.008,0.081,0.058,2.187,3.346,"6,533",899,16,"361,683"
27-Sep-17,0,0.382,0.009,0.101,0.077,0.01,0.352,0.159,2.756,3.714,"5,798",866,18,"366,820"
28-Sep-17,0,0.059,0.007,0.08,0.084,0.008,0.274,0.115,2.038,3.408,"6,003",775,20.1,"361,909"
29-Sep-17,0,0.021,0.006,0.067,0.096,0.007,0.466,0.168,1.969,3.891,"6,057",911,17.9,"352,003"
30-Sep-17,1,0.024,0.005,0.062,0.084,0.006,0.545,0.266,1.999,3.89,"5,127",702,17.2,"323,763"
1-Oct-17,1,0.465,0.007,0.071,0.072,0.008,0.296,0.139,1.63,2.407,"6,168",882,15.5,"312,085"
2-Oct-17,0,1.396,0.009,0.1,0.08,0.009,0.61,0.22,1.937,2.629,"5,377",727,16.8,"320,597"
3-Oct-17,0,0.727,0.009,0.108,0.096,0.01,0.133,0.104,1.551,2.538,"5,869",764,18,"360,374"
4-Oct-17,0,0.033,0.01,0.113,0.099,0.01,0.268,0.077,1.278,2.088,"6,639",901,18.6,"358,362"
5-Oct-17,0,0.077,0.009,0.103,0.108,0.01,0.534,0.209,1.892,2.921,"5,857",850,20.5,"365,615"
6-Oct-17,0,0.23,0.007,0.084,0.107,0.008,0.14,0.076,2.964,3.756,"6,809",904,19,"357,000"
7-Oct-17,1,0.085,0.008,0.089,0.104,0.008,0.498,0.339,1.595,2.458,"5,402",811,16.2,"325,904"
8-Oct-17,1,4.97,0.01,0.118,0.096,0.012,0.534,0.284,1.938,2.197,"3,494",716,17.1,"326,063"
9-Oct-17,0,0.405,0.009,0.111,0.099,0.011,0.277,0.111,1.81,2.941,"6,460",912,20.7,"363,853"
10-Oct-17,0,0.483,0.01,0.113,0.097,0.011,0.396,0.182,2.297,3.076,"5,978",818,18.4,"359,655"
11-Oct-17,0,3.696,0.011,0.124,0.096,0.012,0.679,0.252,2.442,3.004,"6,019",743,20.7,"361,548"
12-Oct-17,0,0.094,0.007,0.085,0.104,0.008,0.108,0.063,1.819,2.93,"7,230",935,19.8,"357,780"
13-Oct-17,0,1.391,0.009,0.102,0.108,0.01,0.436,0.246,2.31,3.766,"6,705",938,18,"357,093"
14-Oct-17,1,4.653,0.009,0.108,0.1,0.009,0.408,0.208,2.551,3.666,"5,005",672,17,"333,792"
15-Oct-17,1,1.941,0.01,0.111,0.096,0.01,0.273,0.108,2.086,2.665,"6,565",844,17.8,"319,955"
16-Oct-17,0,0.988,0.008,0.099,0.092,0.009,0.466,0.186,2.302,3.002,"6,919",927,18.4,"354,977"
17-Oct-17,0,0.302,0.009,0.101,0.083,0.009,0.715,0.322,2.583,3.463,"6,441",926,18.9,"363,006"
18-Oct-17,0,0.072,0.009,0.111,0.094,0.01,0.193,0.137,2.915,3.751,"6,797",815,19.7,"365,278"
19-Oct-17,0,9.693,0.011,0.123,0.081,0.012,0.503,0.216,1.922,2.961,"5,909",938,21,"370,607"
20-Oct-17,0,15.966,0.008,0.106,0.072,0.012,0.616,0.32,3.378,4.021,"3,280",695,17.2,"368,645"
